Pt name,North,East,Elevation,Hz Precision,Vt Precision,PDOP,Sats,,Time,Date
nor1-5120,5182577.276,245755.761,90.045,1.089,1.836,2.6,9,1688721402,2023-07-07
nor1-5121,5182577.295,245757.053,89.607,0.892,1.564,3.4,9,1688721403,2023-07-07
nor1-5122,5182578.501,245757.58,89.709,0.855,1.422,3.4,10,1688721404,2023-07-07
nor1-5123,5182579.396,245758.513,90.254,0.768,1.417,2.9,10,1688721405,2023-07-07
nor1-5124,5182580.148,245759.315,89.531,0.794,1.539,2.9,9,1688721406,2023-07-07
nor1-5125,5182581.088,245760.202,89.458,0.798,1.555,3.9,9,1688721407,2023-07-07
nor1-5126,5182582.256,245760.824,89.681,0.801,1.503,3.9,10,1688721408,2023-07-07
nor1-5127,5182583.401,245761.405,87.638,0.938,1.736,3.4,10,1688721409,2023-07-07
nor1-5128,5182584.674,245761.843,87.909,0.955,1.842,3.4,9,1688721410,2023-07-07
nor1-5129,5182585.272,245763.108,88.266,0.977,1.9,3.4,9,1688721411,2023-07-07
nor1-5130,5182586.774,245763.514,88.986,1.12,2.194,3.4,10,1688721412,2023-07-07
nor1-5131,5182587.556,245764.37,89.053,1.003,2.018,3.4,10,1688721413,2023-07-07
nor1-5132,5182588.471,245765.257,89.272,0.981,1.993,3.4,9,1688721414,2023-07-07
nor1-5133,5182589.496,245766.008,89.48,0.969,1.975,3.4,9,1688721415,2023-07-07
nor1-5134,5182590.42,245766.685,89.362,0.951,1.934,3.4,9,1688721416,2023-07-07
nor1-5135,5182591.78,245766.812,89.719,1.174,2.392,3.4,9,1688721417,2023-07-07
nor1-5136,5182591.659,245766.585,87.724,1.561,3.776,11,7,1688721418,2023-07-07
nor1-5137,5182592.756,245765.895,87.753,1.561,3.776,11,7,1688721419,2023-07-07
nor1-5138,5182593.76,245765.104,87.826,1.562,3.777,11,7,1688721420,2023-07-07
nor1-5139,5182594.705,245764.345,87.825,1.564,3.777,11,7,1688721421,2023-07-07
nor1-5140,5182644.957,245718.933,90.35,1.587,1.839,2.9,10,1688721478,2023-07-07
nor1-5141,5182644.907,245717.606,90.29,1.587,1.839,2.9,10,1688721479,2023-07-07
nor1-5142,5182643.689,245716.657,89.551,1.11,1.374,2.9,11,1688721480,2023-07-07
nor1-5143,5182643.29,245715.454,89.63,1.188,1.472,2.9,11,1688721481,2023-07-07
nor1-5144,5182640.57,245715.079,89.814,1.418,1.674,3.1,11,1688721482,2023-07-07
nor1-5145,5182640.408,245713.683,89.682,1.412,1.659,3.1,11,1688721483,2023-07-07
nor1-5146,5182640.103,245712.502,89.881,1.113,1.453,3.1,11,1688721484,2023-07-07
nor1-5147,5182639.997,245711.04,89.142,1.124,1.488,3.1,10,1688721485,2023-07-07
nor1-5148,5182640.313,245709.464,89.312,0.89,1.177,3.1,11,1688721486,2023-07-07
nor1-5149,5182639.969,245708.423,89.612,0.881,1.176,3.1,11,1688721487,2023-07-07
nor1-5150,5182640.522,245706.637,89.233,0.291,0.459,3.1,11,1688721488,2023-07-07
nor1-5151,5182640.581,245705.26,89.195,0.291,0.458,3.1,10,1688721489,2023-07-07
nor1-5152,5182640.631,245703.968,89.332,0.18,0.309,3.1,10,1688721490,2023-07-07
nor1-5153,5182640.795,245702.683,89.171,0.183,0.329,3.1,9,1688721491,2023-07-07
nor1-5154,5182640.808,245701.374,89.224,0.18,0.323,3.1,9,1688721492,2023-07-07
nor1-5155,5182640.819,245700.091,89.192,0.18,0.321,3.1,10,1688721493,2023-07-07
nor1-5156,5182640.75,245698.849,89.209,0.03,0.091,2.6,10,1688721494,2023-07-07
nor1-5157,5182640.685,245697.571,89.184,0.029,0.089,2.6,12,1688721495,2023-07-07
nor1-5158,5182640.658,245696.303,89.219,0.015,0.033,2.3,13,1688721496,2023-07-07
nor1-5159,5182640.599,245695.036,89.188,0.015,0.033,2.3,13,1688721497,2023-07-07
nor1-5160,5182640.528,245693.732,89.165,0.023,0.035,2.3,13,1688721498,2023-07-07
nor1-5161,5182640.487,245692.441,89.148,0.023,0.035,2.3,13,1688721499,2023-07-07
nor1-5162,5182640.465,245691.141,89.168,0.013,0.023,2.3,13,1688721500,2023-07-07
nor1-5163,5182640.453,245689.823,89.148,0.012,0.022,2.3,14,1688721501,2023-07-07
nor1-5164,5182640.37,245688.5,89.132,0.011,0.021,2.2,14,1688721502,2023-07-07
nor1-5165,5182640.194,245687.209,89.149,0.011,0.021,2.2,14,1688721503,2023-07-07
nor1-5166,5182640.018,245685.886,89.146,0.009,0.021,2.2,14,1688721504,2023-07-07
nor1-5167,5182639.775,245684.576,89.146,0.01,0.02,2.2,13,1688721505,2023-07-07
nor1-5168,5182639.637,245683.304,89.112,0.01,0.02,2.2,14,1688721506,2023-07-07
nor1-5169,5182639.418,245682.022,89.09,0.009,0.019,2.2,13,1688721507,2023-07-07
nor1-5170,5182639.211,245680.657,89.062,0.01,0.02,2.2,14,1688721508,2023-07-07
nor1-5171,5182639.058,245679.38,89.049,0.009,0.019,2.2,14,1688721509,2023-07-07
nor1-5172,5182638.96,245678.115,89.03,0.01,0.02,2.2,13,1688721510,2023-07-07
nor1-5173,5182638.926,245676.854,89.046,0.01,0.02,2.2,14,1688721511,2023-07-07
nor1-5174,5182638.78,245675.603,89.042,0.01,0.02,2.2,14,1688721512,2023-07-07
nor1-5175,5182638.587,245674.318,89.062,0.01,0.021,2.2,14,1688721513,2023-07-07
nor1-5176,5182638.33,245673.01,89.034,0.011,0.023,2.2,12,1688721514,2023-07-07
nor1-5177,5182638.009,245671.693,89.057,0.01,0.022,2.2,12,1688721515,2023-07-07
nor1-5178,5182637.573,245670.44,89.061,0.012,0.027,2.5,13,1688721516,2023-07-07
nor1-5179,5182637.012,245669.214,89.113,0.014,0.031,2.5,13,1688721517,2023-07-07
nor1-5180,5182636.4,245668.055,89.115,0.015,0.039,2.2,13,1688721518,2023-07-07
nor1-5181,5182635.753,245666.851,89.15,0.019,0.054,2.2,12,1688721519,2023-07-07
nor1-5182,5182635.015,245665.712,89.214,0.021,0.066,2.3,13,1688721520,2023-07-07
nor1-5183,5182634.285,245664.629,89.108,0.018,0.055,2.3,10,1688721521,2023-07-07
nor1-5184,5182633.589,245663.5,89.248,0.017,0.046,3,12,1688721522,2023-07-07
nor1-5185,5182632.964,245662.325,89.211,0.016,0.047,3,11,1688721523,2023-07-07
nor1-5186,5182632.298,245661.23,89.263,0.016,0.039,2.5,11,1688721524,2023-07-07
nor1-5187,5182631.625,245660.081,89.14,0.013,0.036,2.5,12,1688721525,2023-07-07
nor1-5188,5182630.82,245659.015,89.236,0.014,0.042,2.5,11,1688721526,2023-07-07
nor1-5189,5182630.048,245657.97,89.23,0.017,0.045,2.5,11,1688721527,2023-07-07
nor1-5190,5182629.282,245656.911,89.222,0.017,0.048,3.1,12,1688721528,2023-07-07
nor1-5191,5182628.556,245655.862,89.214,0.016,0.047,3.1,10,1688721529,2023-07-07
nor1-5192,5182627.869,245654.807,89.288,0.015,0.043,2.9,10,1688721530,2023-07-07
nor1-5193,5182627.15,245653.69,89.362,0.015,0.042,2.9,11,1688721531,2023-07-07
nor1-5194,5182626.474,245652.636,89.288,0.015,0.042,2.6,11,1688721532,2023-07-07
nor1-5195,5182625.81,245651.474,89.283,0.016,0.045,2.6,10,1688721533,2023-07-07
nor1-5196,5182625.124,245650.313,89.315,0.015,0.045,2.9,10,1688721534,2023-07-07
nor1-5197,5182624.48,245649.134,89.261,0.015,0.046,2.9,12,1688721535,2023-07-07
nor1-5198,5182623.899,245647.941,89.209,0.016,0.057,2.1,11,1688721536,2023-07-07
nor1-5199,5182623.346,245646.682,89.367,0.017,0.058,2.1,12,1688721537,2023-07-07
nor1-5200,5182622.938,245645.409,89.2,0.018,0.059,2.2,12,1688721538,2023-07-07
nor1-5201,5182622.622,245644.107,89.082,0.02,0.076,2.2,12,1688721539,2023-07-07
nor1-5202,5182622.248,245642.804,89.176,0.029,0.115,2.3,11,1688721540,2023-07-07
nor1-5203,5182621.925,245641.487,89.209,0.027,0.101,2.3,10,1688721541,2023-07-07
nor1-5204,5182621.616,245640.166,89.296,0.024,0.061,2.8,10,1688721542,2023-07-07
nor1-5205,5182621.365,245638.834,89.332,0.022,0.055,2.8,12,1688721543,2023-07-07
nor1-5206,5182621.129,245637.485,89.37,0.024,0.064,2.3,9,1688721544,2023-07-07
nor1-5207,5182620.952,245636.138,89.36,0.027,0.065,2.3,9,1688721545,2023-07-07
nor1-5208,5182620.789,245634.817,89.35,0.028,0.066,2.3,9,1688721546,2023-07-07
nor1-5209,5182620.65,245633.496,89.28,0.03,0.067,2.3,9,1688721547,2023-07-07
nor1-5210,5182620.523,245632.147,89.233,0.031,0.069,2.3,9,1688721548,2023-07-07
nor1-5211,5182620.422,245630.77,89.312,0.032,0.071,2.3,9,1688721549,2023-07-07
nor1-5212,5182620.225,245629.418,89.207,0.062,0.222,2.3,13,1688721550,2023-07-07
nor1-5213,5182620.029,245628.075,89.27,0.058,0.208,2.3,14,1688721551,2023-07-07
nor1-5214,5182619.879,245626.684,89.292,0.06,0.209,2,11,1688721552,2023-07-07
nor1-5215,5182619.709,245625.293,89.328,0.06,0.209,2,11,1688721553,2023-07-07
nor1-5216,5182619.614,245623.878,89.561,0.048,0.136,1.8,12,1688721554,2023-07-07
nor1-5217,5182619.529,245622.468,89.565,0.048,0.136,1.8,12,1688721555,2023-07-07
nor1-5218,5182619.501,245621.075,89.616,0.016,0.026,1.9,13,1688721556,2023-07-07
nor1-5219,5182619.4,245619.657,89.61,0.017,0.025,1.9,12,1688721557,2023-07-07
nor1-5220,5182619.225,245618.279,89.606,0.016,0.023,2,13,1688721558,2023-07-07
nor1-5221,5182619.015,245616.891,89.51,0.013,0.019,2,13,1688721559,2023-07-07
nor1-5222,5182618.816,245615.541,89.521,0.01,0.016,1.9,14,1688721560,2023-07-07
nor1-5223,5182618.66,245614.176,89.461,0.01,0.016,1.9,14,1688721561,2023-07-07
nor1-5224,5182618.484,245612.806,89.444,0.012,0.018,1.8,13,1688721562,2023-07-07
nor1-5225,5182618.395,245611.427,89.441,0.011,0.019,1.8,13,1688721563,2023-07-07
nor1-5226,5182618.315,245610.026,89.444,0.014,0.038,2.1,12,1688721564,2023-07-07
nor1-5227,5182618.271,245608.649,89.329,0.012,0.037,2.1,12,1688721565,2023-07-07
nor1-5228,5182618.211,245607.221,89.316,0.012,0.019,2.1,13,1688721566,2023-07-07
nor1-5229,5182618.265,245605.845,89.297,0.012,0.02,2.1,13,1688721567,2023-07-07
nor1-5230,5182618.498,245604.523,89.288,0.012,0.019,2.1,13,1688721568,2023-07-07
nor1-5231,5182618.928,245603.212,89.281,0.014,0.028,2.1,13,1688721569,2023-07-07
nor1-5232,5182619.403,245601.87,89.295,0.014,0.027,2.1,13,1688721570,2023-07-07
nor1-5233,5182619.862,245600.596,89.352,0.014,0.03,2.1,13,1688721571,2023-07-07
nor1-5234,5182620.442,245599.38,89.38,0.015,0.027,2.1,13,1688721572,2023-07-07
nor1-5235,5182621.169,245598.258,89.418,0.015,0.028,2.1,12,1688721573,2023-07-07
nor1-5236,5182622.093,245597.27,89.339,0.022,0.045,2.1,12,1688721574,2023-07-07
nor1-5237,5182623.053,245596.244,89.316,0.021,0.044,2.1,12,1688721575,2023-07-07
nor1-5238,5182623.829,245595.062,89.38,0.017,0.037,2.6,12,1688721576,2023-07-07
nor1-5239,5182624.4,245593.786,89.312,0.017,0.038,2.6,13,1688721577,2023-07-07
nor1-5240,5182624.952,245592.512,89.218,0.02,0.061,2.1,12,1688721578,2023-07-07
nor1-5241,5182625.56,245591.267,89.138,0.015,0.05,2.1,12,1688721579,2023-07-07
nor1-5242,5182626.108,245589.993,89.101,0.026,0.074,2.6,12,1688721580,2023-07-07
nor1-5243,5182626.5,245588.678,89.154,0.023,0.066,2.6,10,1688721581,2023-07-07
nor1-5244,5182626.751,245587.451,89.398,0.026,0.073,2.8,11,1688721582,2023-07-07
nor1-5245,5182627.211,245586.153,89.149,0.017,0.044,2.8,12,1688721583,2023-07-07
nor1-5246,5182627.668,245584.855,89.134,0.019,0.051,2.1,12,1688721584,2023-07-07
nor1-5247,5182628.128,245583.531,89.196,0.019,0.049,2.1,13,1688721585,2023-07-07
nor1-5248,5182628.602,245582.217,89.226,0.017,0.046,1.8,14,1688721586,2023-07-07
nor1-5249,5182629.04,245580.916,89.312,0.016,0.045,1.8,14,1688721587,2023-07-07
nor1-5250,5182629.468,245579.619,89.266,0.011,0.016,1.8,14,1688721588,2023-07-07
nor1-5251,5182629.942,245578.36,89.32,0.011,0.016,1.8,14,1688721589,2023-07-07
nor1-5252,5182630.41,245577.059,89.315,0.011,0.015,1.8,14,1688721590,2023-07-07
nor1-5253,5182630.878,245575.758,89.32,0.01,0.015,1.8,14,1688721591,2023-07-07
nor1-5254,5182631.305,245574.42,89.332,0.011,0.018,1.8,13,1688721592,2023-07-07
nor1-5255,5182631.765,245573.108,89.351,0.012,0.019,1.8,13,1688721593,2023-07-07
nor1-5256,5182632.232,245571.764,89.323,0.012,0.019,1.9,13,1688721594,2023-07-07
nor1-5257,5182632.698,245570.407,89.267,0.013,0.018,1.9,13,1688721595,2023-07-07
nor1-5258,5182633.204,245569.092,89.264,0.013,0.017,1.9,13,1688721596,2023-07-07
nor1-5259,5182633.781,245567.821,89.256,0.014,0.019,1.9,13,1688721597,2023-07-07
nor1-5260,5182634.265,245566.574,89.241,0.014,0.02,1.9,13,1688721598,2023-07-07
nor1-5261,5182634.701,245565.338,89.26,0.012,0.017,1.9,12,1688721599,2023-07-07
nor1-5262,5182635.235,245564.071,89.221,0.012,0.017,2.2,13,1688721600,2023-07-07
nor1-5263,5182635.773,245562.828,89.187,0.012,0.017,2.2,15,1688721601,2023-07-07
nor1-5264,5182636.26,245561.596,89.188,0.013,0.018,1.7,15,1688721602,2023-07-07
nor1-5265,5182636.743,245560.29,89.172,0.013,0.018,1.7,15,1688721603,2023-07-07
nor1-5266,5182637.213,245559.046,89.155,0.012,0.016,1.7,15,1688721604,2023-07-07
nor1-5267,5182637.635,245557.744,89.156,0.011,0.016,1.7,15,1688721605,2023-07-07
nor1-5268,5182638.109,245556.421,89.138,0.011,0.016,1.7,14,1688721606,2023-07-07
nor1-5269,5182638.589,245555.095,89.148,0.012,0.016,1.7,14,1688721607,2023-07-07
nor1-5270,5182639.049,245553.8,89.146,0.012,0.017,1.7,14,1688721608,2023-07-07
nor1-5271,5182639.395,245552.536,89.14,0.015,0.016,1.7,14,1688721609,2023-07-07
nor1-5272,5182639.873,245551.103,89.184,0.019,0.019,1.7,14,1688721610,2023-07-07
nor1-5273,5182640.245,245549.701,89.12,0.012,0.016,1.7,14,1688721611,2023-07-07
nor1-5274,5182640.682,245548.353,89.085,0.013,0.017,1.6,15,1688721612,2023-07-07
nor1-5275,5182641.115,245547.052,89.12,0.019,0.019,1.6,15,1688721613,2023-07-07
nor1-5276,5182641.588,245545.808,89.081,0.014,0.016,1.7,15,1688721614,2023-07-07
nor1-5277,5182642.052,245544.561,89.105,0.015,0.019,1.7,16,1688721615,2023-07-07
nor1-5278,5182642.481,245543.289,89.04,0.018,0.022,1.7,16,1688721616,2023-07-07
nor1-5279,5182643.011,245542.037,89.01,0.019,0.022,1.7,16,1688721617,2023-07-07
nor1-5280,5182643.483,245540.825,89.064,0.018,0.019,1.7,15,1688721618,2023-07-07
nor1-5281,5182643.818,245539.68,89.105,0.02,0.022,1.7,15,1688721619,2023-07-07
nor1-5282,5182644.003,245538.503,89.303,0.018,0.019,1.6,17,1688721620,2023-07-07
nor1-5283,5182643.955,245537.636,89.614,0.02,0.022,1.6,16,1688721621,2023-07-07
nor1-5284,5182643.467,245537.228,89.706,0.021,0.022,1.6,13,1688721622,2023-07-07
nor1-5285,5182643.354,245537.2,89.682,0.024,0.028,1.6,15,1688721623,2023-07-07
nor1-5286,5182643.407,245537.253,89.672,0.02,0.027,1.6,18,1688721624,2023-07-07
nor1-5287,5182643.407,245537.206,89.662,0.021,0.028,1.6,18,1688721625,2023-07-07
nor1-5288,5182643.403,245537.214,89.662,0.017,0.024,1.5,18,1688721626,2023-07-07
