Pt name,North,East,Elevation,HA,VA,SD,Time,Date,Code
nor2-26,5182478.364,245693.093,88.005,,,,15:25:26,2023-07-04,
nor2-27,5182477.983,245693.064,88.018,,,,15:25:27,2023-07-04,
nor2-28,5182477.509,245693.051,88.000,,,,15:25:28,2023-07-04,
nor2-29,5182476.826,245693.035,88.010,,,,15:25:29,2023-07-04,
nor2-30,5182475.994,245693.023,88.027,,,,15:25:30,2023-07-04,
nor2-31,5182475.132,245693.046,88.008,,,,15:25:31,2023-07-04,
nor2-32,5182474.251,245693.068,88.025,,,,15:25:32,2023-07-04,
nor2-33,5182473.333,245693.123,88.041,,,,15:25:33,2023-07-04,
nor2-34,5182472.302,245693.201,88.044,,,,15:25:34,2023-07-04,
nor2-35,5182471.427,245693.320,88.049,,,,15:25:35,2023-07-04,
nor2-36,5182470.701,245693.496,88.028,,,,15:25:36,2023-07-04,
nor2-37,5182469.613,245693.821,87.996,,,,15:25:37,2023-07-04,
nor2-38,5182468.537,245694.232,87.999,,,,15:25:38,2023-07-04,
nor2-39,5182467.476,245694.724,87.999,,,,15:25:39,2023-07-04,
nor2-40,5182466.326,245695.342,88.013,,,,15:25:40,2023-07-04,
nor2-41,5182465.789,245695.639,88.019,,,,15:25:41,2023-07-04,
nor2-42,5182465.748,245695.622,88.006,,,,15:25:42,2023-07-04,
nor2-43,5182465.471,245695.658,88.010,,,,15:25:43,2023-07-04,
nor2-44,5182465.176,245695.485,87.999,,,,15:25:44,2023-07-04,
nor2-45,5182464.955,245695.218,87.992,,,,15:25:45,2023-07-04,
nor2-46,5182464.554,245694.797,87.988,,,,15:25:46,2023-07-04,
nor2-47,5182464.221,245694.317,87.987,,,,15:25:47,2023-07-04,
nor2-48,5182464.004,245693.827,87.988,,,,15:25:48,2023-07-04,
nor2-49,5182463.892,245693.312,88.002,,,,15:25:49,2023-07-04,
nor2-50,5182463.840,245693.026,87.997,,,,15:25:50,2023-07-04,
nor2-51,5182463.837,245693.006,87.977,,,,15:25:51,2023-07-04,
nor2-52,5182463.834,245693.013,87.978,,,,15:25:52,2023-07-04,
nor2-53,5182463.822,245692.991,87.977,,,,15:25:53,2023-07-04,
nor2-54,5182463.784,245692.790,87.977,,,,15:25:54,2023-07-04,
nor2-55,5182463.722,245692.494,87.992,,,,15:25:55,2023-07-04,
nor2-56,5182463.618,245691.946,87.988,,,,15:25:56,2023-07-04,
nor2-57,5182463.513,245691.320,87.996,,,,15:25:57,2023-07-04,
nor2-58,5182463.455,245690.629,87.994,,,,15:25:58,2023-07-04,
nor2-59,5182463.490,245689.972,87.993,,,,15:25:59,2023-07-04,
nor2-60,5182463.567,245689.255,87.995,,,,15:26:00,2023-07-04,
nor2-61,5182463.709,245688.549,88.001,,,,15:26:01,2023-07-04,
nor2-62,5182463.900,245687.875,87.995,,,,15:26:02,2023-07-04,
nor2-63,5182464.169,245687.163,87.990,,,,15:26:03,2023-07-04,
nor2-64,5182464.496,245686.460,88.012,,,,15:26:04,2023-07-04,
nor2-65,5182464.881,245685.715,88.002,,,,15:26:05,2023-07-04,
nor2-66,5182465.301,245684.874,87.984,,,,15:26:06,2023-07-04,
nor2-67,5182465.805,245683.891,87.978,,,,15:26:07,2023-07-04,
nor2-68,5182466.354,245682.931,87.973,,,,15:26:08,2023-07-04,
nor2-69,5182467.021,245681.912,87.943,,,,15:26:09,2023-07-04,
nor2-70,5182467.514,245681.304,87.939,,,,15:26:10,2023-07-04,
nor2-71,5182467.916,245680.986,87.945,,,,15:26:11,2023-07-04,
nor2-72,5182468.574,245680.592,87.954,,,,15:26:12,2023-07-04,
nor2-73,5182468.941,245680.342,87.988,,,,15:26:13,2023-07-04,
nor2-74,5182469.600,245679.930,87.978,,,,15:26:14,2023-07-04,
nor2-75,5182470.293,245679.524,87.975,,,,15:26:15,2023-07-04,
nor2-76,5182470.950,245679.100,87.979,,,,15:26:16,2023-07-04,
nor2-77,5182471.809,245678.545,87.990,,,,15:26:17,2023-07-04,
nor2-78,5182472.719,245677.948,87.975,,,,15:26:18,2023-07-04,
nor2-79,5182473.506,245677.363,87.950,,,,15:26:19,2023-07-04,
nor2-80,5182474.356,245676.671,87.937,,,,15:26:20,2023-07-04,
nor2-81,5182475.365,245675.838,87.929,,,,15:26:21,2023-07-04,
nor2-82,5182476.146,245675.318,87.950,,,,15:26:22,2023-07-04,
nor2-83,5182477.052,245674.786,87.983,,,,15:26:23,2023-07-04,
nor2-84,5182477.973,245674.273,87.992,,,,15:26:24,2023-07-04,
nor2-85,5182478.936,245673.732,87.980,,,,15:26:25,2023-07-04,
nor2-86,5182479.901,245673.263,88.007,,,,15:26:26,2023-07-04,
nor2-87,5182480.905,245672.793,88.030,,,,15:26:27,2023-07-04,
nor2-88,5182481.880,245672.349,88.050,,,,15:26:28,2023-07-04,
nor2-89,5182482.841,245671.916,88.070,,,,15:26:29,2023-07-04,
nor2-90,5182483.844,245671.510,88.054,,,,15:26:30,2023-07-04,
nor2-91,5182484.877,245671.139,88.035,,,,15:26:31,2023-07-04,
nor2-92,5182485.857,245670.800,88.024,,,,15:26:32,2023-07-04,
nor2-93,5182485.958,245670.758,88.013,,,,15:26:33,2023-07-04,
nor2-94,5182486.336,245670.603,88.006,,,,15:26:34,2023-07-04,
nor2-95,5182487.047,245670.330,88.005,,,,15:26:35,2023-07-04,
nor2-96,5182487.869,245670.021,88.010,,,,15:26:36,2023-07-04,
nor2-97,5182488.700,245669.711,88.022,,,,15:26:37,2023-07-04,
nor2-98,5182489.566,245669.389,87.998,,,,15:26:38,2023-07-04,
nor2-99,5182490.141,245669.144,88.001,,,,15:26:39,2023-07-04,
nor2-100,5182490.828,245668.816,87.982,,,,15:26:40,2023-07-04,
nor2-101,5182491.700,245668.386,88.006,,,,15:26:41,2023-07-04,
nor2-102,5182492.641,245667.917,87.958,,,,15:26:42,2023-07-04,
nor2-103,5182493.548,245667.414,88.000,,,,15:26:43,2023-07-04,
nor2-104,5182494.691,245666.831,87.959,,,,15:26:44,2023-07-04,
nor2-105,5182495.794,245666.211,87.979,,,,15:26:45,2023-07-04,
nor2-106,5182496.894,245665.559,88.003,,,,15:26:46,2023-07-04,
nor2-107,5182498.053,245664.895,87.987,,,,15:26:47,2023-07-04,
nor2-108,5182499.086,245664.253,88.007,,,,15:26:48,2023-07-04,
nor2-109,5182500.214,245663.563,87.979,,,,15:26:49,2023-07-04,
nor2-110,5182501.235,245662.936,88.037,,,,15:26:50,2023-07-04,
nor2-111,5182502.265,245662.299,88.013,,,,15:26:51,2023-07-04,
nor2-112,5182503.254,245661.660,88.007,,,,15:26:52,2023-07-04,
nor2-113,5182504.235,245661.032,88.023,,,,15:26:53,2023-07-04,
nor2-114,5182505.215,245660.417,88.025,,,,15:26:54,2023-07-04,
nor2-115,5182506.241,245659.760,88.043,,,,15:26:55,2023-07-04,
nor2-116,5182507.295,245659.099,88.042,,,,15:26:56,2023-07-04,
nor2-117,5182508.334,245658.423,88.046,,,,15:26:57,2023-07-04,
nor2-118,5182509.415,245657.729,88.058,,,,15:26:58,2023-07-04,
nor2-119,5182510.466,245657.089,88.050,,,,15:26:59,2023-07-04,
nor2-120,5182511.533,245656.421,88.071,,,,15:27:00,2023-07-04,
nor2-121,5182512.658,245655.736,88.060,,,,15:27:01,2023-07-04,
nor2-122,5182513.850,245654.999,88.047,,,,15:27:02,2023-07-04,
nor2-123,5182514.872,245654.446,88.051,,,,15:27:03,2023-07-04,
nor2-124,5182515.851,245654.194,88.048,,,,15:27:04,2023-07-04,
nor2-125,5182516.873,245654.214,88.017,,,,15:27:05,2023-07-04,
nor2-126,5182517.793,245654.472,88.048,,,,15:27:06,2023-07-04,
nor2-127,5182518.611,245654.927,88.088,,,,15:27:07,2023-07-04,
nor2-128,5182519.371,245655.524,88.111,,,,15:27:08,2023-07-04,
nor2-129,5182520.050,245656.265,88.115,,,,15:27:09,2023-07-04,
nor2-130,5182520.525,245657.013,88.133,,,,15:27:10,2023-07-04,
nor2-131,5182520.898,245657.915,88.150,,,,15:27:11,2023-07-04,
nor2-132,5182521.084,245658.783,88.178,,,,15:27:12,2023-07-04,
nor2-133,5182521.111,245659.768,88.205,,,,15:27:13,2023-07-04,
nor2-134,5182520.915,245660.720,88.188,,,,15:27:14,2023-07-04,
nor2-135,5182520.538,245661.612,88.181,,,,15:27:15,2023-07-04,
nor2-136,5182520.001,245662.336,88.198,,,,15:27:16,2023-07-04,
nor2-137,5182519.303,245662.939,88.201,,,,15:27:17,2023-07-04,
nor2-138,5182518.486,245663.354,88.207,,,,15:27:18,2023-07-04,
nor2-139,5182517.618,245663.661,88.187,,,,15:27:19,2023-07-04,
nor2-140,5182517.002,245663.878,88.188,,,,15:27:20,2023-07-04,
nor2-141,5182516.061,245664.258,88.176,,,,15:27:21,2023-07-04,
nor2-142,5182515.029,245664.758,88.177,,,,15:27:22,2023-07-04,
nor2-143,5182513.668,245665.428,88.137,,,,15:27:23,2023-07-04,
nor2-144,5182513.074,245665.852,88.150,,,,15:27:24,2023-07-04,
nor2-145,5182512.292,245666.631,88.144,,,,15:27:25,2023-07-04,
nor2-146,5182511.366,245667.796,88.117,,,,15:27:26,2023-07-04,
nor2-147,5182510.733,245668.842,88.033,,,,15:27:27,2023-07-04,
nor2-148,5182510.277,245670.071,88.054,,,,15:27:28,2023-07-04,
nor2-149,5182509.756,245671.299,87.996,,,,15:27:29,2023-07-04,
nor2-150,5182509.238,245672.015,88.079,,,,15:27:30,2023-07-04,
nor2-151,5182508.404,245673.039,88.055,,,,15:27:31,2023-07-04,
nor2-152,5182507.506,245674.110,88.116,,,,15:27:32,2023-07-04,
nor2-153,5182506.565,245675.180,88.100,,,,15:27:33,2023-07-04,
nor2-154,5182505.637,245676.241,88.093,,,,15:27:34,2023-07-04,
nor2-155,5182504.669,245677.241,88.135,,,,15:27:35,2023-07-04,
nor2-156,5182503.610,245678.275,88.131,,,,15:27:36,2023-07-04,
nor2-157,5182502.548,245679.308,88.168,,,,15:27:37,2023-07-04,
nor2-158,5182501.499,245680.323,88.120,,,,15:27:38,2023-07-04,
nor2-159,5182500.396,245681.284,88.133,,,,15:27:39,2023-07-04,
nor2-160,5182499.291,245682.242,88.169,,,,15:27:40,2023-07-04,
nor2-161,5182498.308,245683.224,88.101,,,,15:27:41,2023-07-04,
nor2-162,5182497.746,245684.021,88.108,,,,15:27:42,2023-07-04,
nor2-163,5182497.032,245685.304,88.111,,,,15:27:43,2023-07-04,
nor2-164,5182496.486,245686.671,88.082,,,,15:27:44,2023-07-04,
nor2-165,5182496.020,245688.102,88.107,,,,15:27:45,2023-07-04,
nor2-166,5182495.582,245689.393,88.027,,,,15:27:46,2023-07-04,
nor2-167,5182495.097,245690.160,87.961,,,,15:27:47,2023-07-04,
nor2-168,5182494.505,245690.760,88.086,,,,15:27:48,2023-07-04,
nor2-169,5182493.746,245691.479,88.059,,,,15:27:49,2023-07-04,
nor2-170,5182492.915,245692.093,88.103,,,,15:27:50,2023-07-04,
nor2-171,5182492.170,245692.688,88.084,,,,15:27:51,2023-07-04,
nor2-172,5182491.442,245693.252,88.092,,,,15:27:52,2023-07-04,
nor2-173,5182490.761,245693.744,88.121,,,,15:27:53,2023-07-04,
nor2-174,5182489.868,245694.324,88.171,,,,15:27:54,2023-07-04,
nor2-175,5182489.062,245694.820,88.215,,,,15:27:55,2023-07-04,
nor2-176,5182488.256,245695.327,88.213,,,,15:27:56,2023-07-04,
nor2-177,5182487.419,245695.750,88.219,,,,15:27:57,2023-07-04,
nor2-178,5182484.293,245695.879,88.195,,,,15:28:01,2023-07-04,
nor2-179,5182483.608,245695.799,88.208,,,,15:28:02,2023-07-04,
nor2-180,5182482.830,245695.763,88.205,,,,15:28:03,2023-07-04,
nor2-181,5182481.692,245695.763,88.173,,,,15:28:04,2023-07-04,
nor2-182,5182480.428,245695.758,88.193,,,,15:28:05,2023-07-04,
nor2-183,5182479.129,245695.734,88.127,,,,15:28:06,2023-07-04,
nor2-184,5182478.004,245695.675,88.153,,,,15:28:07,2023-07-04,
nor2-185,5182477.071,245695.626,88.143,,,,15:28:08,2023-07-04,
nor2-186,5182476.167,245695.569,88.139,,,,15:28:09,2023-07-04,
nor2-187,5182475.522,245695.540,88.146,,,,15:28:10,2023-07-04,
nor2-188,5182475.116,245695.534,88.122,,,,15:28:11,2023-07-04,
nor2-189,5182474.423,245695.431,88.054,,,,15:28:23,2023-07-04,
nor2-190,5182473.622,245695.243,88.069,,,,15:28:24,2023-07-04,
nor2-191,5182472.765,245694.981,88.069,,,,15:28:25,2023-07-04,
nor2-192,5182471.935,245694.667,88.058,,,,15:28:26,2023-07-04,
nor2-193,5182471.037,245694.302,88.086,,,,15:28:27,2023-07-04,
nor2-194,5182470.105,245693.889,88.080,,,,15:28:28,2023-07-04,
nor2-195,5182469.219,245693.516,87.947,,,,15:28:29,2023-07-04,
nor2-196,5182468.377,245693.089,87.966,,,,15:28:30,2023-07-04,
nor2-197,5182467.632,245692.693,87.937,,,,15:28:31,2023-07-04,
nor2-198,5182466.870,245692.243,87.954,,,,15:28:32,2023-07-04,
nor2-199,5182466.172,245691.810,87.957,,,,15:28:33,2023-07-04,
nor2-200,5182465.518,245691.392,87.953,,,,15:28:34,2023-07-04,
nor2-201,5182464.843,245690.944,87.961,,,,15:28:35,2023-07-04,
nor2-202,5182464.180,245690.466,87.977,,,,15:28:36,2023-07-04,
nor2-203,5182463.564,245690.012,87.944,,,,15:28:37,2023-07-04,
nor2-204,5182462.924,245689.509,87.966,,,,15:28:38,2023-07-04,
nor2-205,5182462.486,245689.233,87.967,,,,15:28:39,2023-07-04,
nor2-206,5182462.008,245688.983,87.968,,,,15:28:40,2023-07-04,
nor2-207,5182460.950,245688.432,87.987,,,,15:28:41,2023-07-04,
nor2-208,5182459.921,245687.958,87.968,,,,15:28:42,2023-07-04,
nor2-209,5182458.873,245687.525,87.986,,,,15:28:43,2023-07-04,
nor2-210,5182457.813,245687.125,88.002,,,,15:28:44,2023-07-04,
nor2-211,5182456.715,245686.766,87.993,,,,15:28:45,2023-07-04,
nor2-212,5182455.588,245686.443,87.942,,,,15:28:46,2023-07-04,
nor2-213,5182454.339,245686.133,87.950,,,,15:28:47,2023-07-04,
nor2-214,5182453.138,245685.785,87.894,,,,15:28:48,2023-07-04,
nor2-215,5182452.196,245685.465,87.931,,,,15:28:49,2023-07-04,
nor2-216,5182451.099,245685.009,87.942,,,,15:28:50,2023-07-04,
nor2-217,5182449.969,245684.575,87.943,,,,15:28:51,2023-07-04,
nor2-218,5182449.125,245684.141,87.927,,,,15:28:52,2023-07-04,
nor2-219,5182449.312,245684.013,87.987,,,,15:28:53,2023-07-04,
nor2-220,5182449.232,245683.264,88.036,,,,15:28:54,2023-07-04,
nor2-221,5182449.348,245682.431,88.038,,,,15:28:55,2023-07-04,
nor2-222,5182449.719,245681.788,88.045,,,,15:28:56,2023-07-04,
nor2-223,5182450.150,245681.284,88.005,,,,15:28:57,2023-07-04,
nor2-224,5182450.958,245680.570,88.007,,,,15:28:58,2023-07-04,
nor2-225,5182451.696,245680.011,88.007,,,,15:28:59,2023-07-04,
nor2-226,5182452.559,245679.461,88.002,,,,15:29:00,2023-07-04,
nor2-227,5182453.467,245678.996,87.993,,,,15:29:01,2023-07-04,
nor2-228,5182454.419,245678.479,87.974,,,,15:29:02,2023-07-04,
nor2-229,5182455.572,245677.830,87.983,,,,15:29:03,2023-07-04,
nor2-230,5182456.768,245677.066,87.965,,,,15:29:04,2023-07-04,
nor2-231,5182458.044,245676.273,87.906,,,,15:29:05,2023-07-04,
nor2-232,5182459.170,245675.433,87.882,,,,15:29:06,2023-07-04,
nor2-233,5182459.992,245674.523,87.898,,,,15:29:07,2023-07-04,
nor2-234,5182460.933,245673.377,87.934,,,,15:29:08,2023-07-04,
nor2-235,5182461.847,245672.273,87.936,,,,15:29:09,2023-07-04,
nor2-236,5182462.755,245671.318,87.981,,,,15:29:10,2023-07-04,
nor2-237,5182463.740,245670.463,87.971,,,,15:29:11,2023-07-04,
nor2-238,5182464.714,245669.686,87.952,,,,15:29:12,2023-07-04,
nor2-239,5182465.642,245669.037,87.922,,,,15:29:13,2023-07-04,
nor2-240,5182466.403,245668.542,87.922,,,,15:29:14,2023-07-04,
nor2-241,5182467.240,245667.922,87.922,,,,15:29:15,2023-07-04,
nor2-242,5182467.587,245667.507,87.900,,,,15:29:16,2023-07-04,
nor2-243,5182467.741,245666.970,87.909,,,,15:29:17,2023-07-04,
nor2-244,5182467.919,245665.877,87.948,,,,15:29:18,2023-07-04,
nor2-245,5182467.522,245665.558,87.922,,,,15:29:19,2023-07-04,
nor2-246,5182466.616,245664.418,87.850,,,,15:29:20,2023-07-04,
nor2-247,5182466.212,245663.786,87.913,,,,15:29:21,2023-07-04,
nor2-248,5182465.912,245663.268,87.896,,,,15:29:22,2023-07-04,
nor2-249,5182465.649,245662.664,87.903,,,,15:29:23,2023-07-04,
nor2-250,5182465.136,245661.491,87.964,,,,15:29:24,2023-07-04,
nor2-251,5182464.563,245660.605,87.895,,,,15:29:25,2023-07-04,
nor2-252,5182463.759,245659.417,88.009,,,,15:29:26,2023-07-04,
nor2-253,5182462.847,245658.225,87.990,,,,15:29:27,2023-07-04,
nor2-254,5182461.913,245657.050,88.060,,,,15:29:28,2023-07-04,
nor2-255,5182460.969,245655.929,88.046,,,,15:29:29,2023-07-04,
nor2-256,5182460.019,245654.771,88.114,,,,15:29:30,2023-07-04,
nor2-257,5182459.056,245653.634,88.123,,,,15:29:31,2023-07-04,
nor2-258,5182458.362,245652.879,88.188,,,,15:29:32,2023-07-04,
nor2-259,5182457.759,245652.449,88.140,,,,15:29:33,2023-07-04,
nor2-260,5182457.496,245652.350,88.174,,,,15:29:34,2023-07-04,
nor2-261,5182456.720,245652.185,88.162,,,,15:29:35,2023-07-04,
nor2-262,5182456.047,245652.710,88.220,,,,15:29:36,2023-07-04,
nor2-263,5182453.316,245655.842,88.222,,,,15:29:39,2023-07-04,
nor2-264,5182452.609,245656.624,88.226,,,,15:29:40,2023-07-04,
nor2-265,5182451.822,245657.284,88.194,,,,15:29:41,2023-07-04,
nor2-266,5182450.944,245657.886,88.212,,,,15:29:42,2023-07-04,
nor2-267,5182449.935,245658.642,88.163,,,,15:29:43,2023-07-04,
nor2-268,5182448.923,245659.322,88.208,,,,15:29:44,2023-07-04,
nor2-269,5182447.960,245660.009,88.203,,,,15:29:45,2023-07-04,
nor2-270,5182446.967,245660.674,88.216,,,,15:29:46,2023-07-04,
nor2-271,5182446.086,245661.263,88.195,,,,15:29:47,2023-07-04,
nor2-272,5182445.095,245661.883,88.207,,,,15:29:48,2023-07-04,
nor2-273,5182444.097,245662.456,88.236,,,,15:29:49,2023-07-04,
nor2-274,5182443.057,245663.076,88.259,,,,15:29:50,2023-07-04,
nor2-275,5182442.038,245663.682,88.247,,,,15:29:51,2023-07-04,
nor2-276,5182441.018,245664.289,88.266,,,,15:29:52,2023-07-04,
nor2-277,5182439.842,245664.897,88.278,,,,15:29:53,2023-07-04,
nor2-278,5182438.689,245665.506,88.278,,,,15:29:54,2023-07-04,
nor2-279,5182437.598,245666.121,88.276,,,,15:29:55,2023-07-04,
nor2-280,5182436.580,245666.697,88.245,,,,15:29:56,2023-07-04,
nor2-281,5182435.607,245667.330,88.265,,,,15:29:57,2023-07-04,
nor2-282,5182434.534,245668.053,88.238,,,,15:29:58,2023-07-04,
nor2-283,5182433.473,245668.808,88.208,,,,15:29:59,2023-07-04,
nor2-284,5182432.470,245669.531,88.238,,,,15:30:00,2023-07-04,
nor2-285,5182431.431,245670.293,88.235,,,,15:30:01,2023-07-04,
nor2-286,5182431.018,245670.635,88.260,,,,15:30:02,2023-07-04,
nor2-287,5182430.690,245671.046,88.163,,,,15:30:03,2023-07-04,
nor2-288,5182430.571,245671.450,88.214,,,,15:30:04,2023-07-04,
nor2-289,5182430.357,245672.514,88.217,,,,15:30:05,2023-07-04,
nor2-290,5182430.521,245673.615,88.228,,,,15:30:06,2023-07-04,
nor2-291,5182430.975,245675.063,88.189,,,,15:30:07,2023-07-04,
nor2-292,5182431.587,245676.403,88.105,,,,15:30:08,2023-07-04,
nor2-293,5182432.199,245677.549,88.051,,,,15:30:09,2023-07-04,
nor2-294,5182432.521,245678.250,88.083,,,,15:30:10,2023-07-04,
nor2-295,5182432.850,245679.014,88.074,,,,15:30:11,2023-07-04,
nor2-296,5182433.234,245679.816,88.078,,,,15:30:12,2023-07-04,
nor2-297,5182433.728,245680.872,88.078,,,,15:30:13,2023-07-04,
nor2-298,5182434.175,245681.855,88.135,,,,15:30:14,2023-07-04,
nor2-299,5182434.520,245682.669,88.089,,,,15:30:15,2023-07-04,
nor2-300,5182434.819,245683.424,88.059,,,,15:30:16,2023-07-04,
nor2-301,5182435.244,245684.442,87.995,,,,15:30:17,2023-07-04,
nor2-302,5182435.692,245685.513,88.025,,,,15:30:18,2023-07-04,
nor2-303,5182436.116,245686.575,88.053,,,,15:30:19,2023-07-04,
nor2-304,5182436.517,245687.615,88.068,,,,15:30:20,2023-07-04,
nor2-305,5182436.824,245688.341,88.035,,,,15:30:21,2023-07-04,
nor2-306,5182437.063,245689.012,88.075,,,,15:30:22,2023-07-04,
nor2-307,5182437.280,245689.700,88.126,,,,15:30:23,2023-07-04,
nor2-308,5182437.327,245689.874,88.091,,,,15:30:24,2023-07-04,
nor2-309,5182437.423,245690.429,88.131,,,,15:30:25,2023-07-04,
nor2-310,5182437.462,245690.750,88.092,,,,15:30:26,2023-07-04,
nor2-311,5182437.338,245691.281,88.074,,,,15:30:27,2023-07-04,
nor2-312,5182437.129,245691.960,88.049,,,,15:30:28,2023-07-04,
nor2-313,5182436.658,245692.591,88.093,,,,15:30:29,2023-07-04,
nor2-314,5182436.099,245692.944,88.092,,,,15:30:30,2023-07-04,
nor2-315,5182435.175,245693.426,88.100,,,,15:30:31,2023-07-04,
nor2-316,5182434.409,245693.803,88.117,,,,15:30:32,2023-07-04,
nor2-317,5182433.858,245694.165,88.114,,,,15:30:33,2023-07-04,
nor2-318,5182432.554,245694.984,88.127,,,,15:30:34,2023-07-04,
nor2-319,5182431.366,245695.904,88.123,,,,15:30:35,2023-07-04,
nor2-320,5182430.174,245696.838,88.063,,,,15:30:36,2023-07-04,
nor2-321,5182429.047,245697.801,88.128,,,,15:30:37,2023-07-04,
nor2-322,5182427.893,245698.765,88.165,,,,15:30:38,2023-07-04,
nor2-323,5182426.789,245699.730,88.161,,,,15:30:39,2023-07-04,
nor2-324,5182425.672,245700.705,88.170,,,,15:30:40,2023-07-04,
nor2-325,5182424.570,245701.690,88.190,,,,15:30:41,2023-07-04,
nor2-326,5182423.476,245702.687,88.195,,,,15:30:42,2023-07-04,
nor2-327,5182422.385,245703.704,88.203,,,,15:30:43,2023-07-04,
nor2-328,5182421.456,245704.704,88.199,,,,15:30:44,2023-07-04,
nor2-329,5182421.025,245705.409,88.167,,,,15:30:47,2023-07-04,
nor2-330,5182420.898,245706.353,88.182,,,,15:30:48,2023-07-04,
nor2-331,5182421.094,245707.198,88.131,,,,15:30:48,2023-07-04,
nor2-332,5182421.956,245708.366,88.028,,,,15:30:49,2023-07-04,
nor2-333,5182422.922,245708.812,88.008,,,,15:30:49,2023-07-04,
nor2-334,5182424.236,245709.283,88.025,,,,15:30:50,2023-07-04,
nor2-335,5182425.520,245709.720,88.021,,,,15:30:54,2023-07-04,
nor2-336,5182426.647,245710.169,88.040,,,,15:30:57,2023-07-04,
nor2-337,5182426.801,245710.339,88.052,,,,15:30:58,2023-07-04,
nor2-338,5182426.830,245710.657,88.061,,,,15:30:58,2023-07-04,
nor2-339,5182426.757,245711.134,88.036,,,,15:30:58,2023-07-04,
nor2-340,5182426.406,245711.600,88.035,,,,15:30:58,2023-07-04,
nor2-341,5182425.877,245711.874,88.059,,,,15:30:58,2023-07-04,
nor2-342,5182424.443,245712.290,88.033,,,,15:30:58,2023-07-04,
nor2-343,5182423.110,245712.799,88.031,,,,15:30:59,2023-07-04,
nor2-344,5182421.765,245713.499,88.028,,,,15:31:00,2023-07-04,
nor2-345,5182420.641,245714.267,88.004,,,,15:31:01,2023-07-04,
nor2-346,5182419.592,245715.283,88.028,,,,15:31:02,2023-07-04,
nor2-347,5182418.570,245716.329,88.031,,,,15:31:03,2023-07-04,
nor2-348,5182417.642,245717.193,88.028,,,,15:31:07,2023-07-04,
nor2-349,5182416.734,245717.906,88.021,,,,15:31:08,2023-07-04,
nor2-350,5182415.795,245718.538,88.009,,,,15:31:08,2023-07-04,
nor2-351,5182414.828,245719.176,88.027,,,,15:31:08,2023-07-04,
nor2-352,5182413.568,245719.975,88.008,,,,15:31:08,2023-07-04,
nor2-353,5182412.338,245720.858,87.988,,,,15:31:09,2023-07-04,
nor2-354,5182411.290,245721.693,88.002,,,,15:31:10,2023-07-04,
nor2-355,5182410.698,245722.519,87.953,,,,15:31:42,2023-07-04,
nor2-356,5182410.692,245723.448,87.975,,,,15:31:54,2023-07-04,
nor2-357,5182411.194,245724.852,87.943,,,,15:31:54,2023-07-04,
nor2-358,5182411.859,245726.212,87.911,,,,15:32:05,2023-07-04,
nor2-359,5182412.602,245727.402,87.968,,,,15:32:05,2023-07-04,
nor2-360,5182413.521,245728.650,87.977,,,,15:32:05,2023-07-04,
nor2-361,5182414.502,245729.828,87.990,,,,15:32:05,2023-07-04,
nor2-362,5182415.498,245730.880,88.008,,,,15:32:05,2023-07-04,
nor2-363,5182416.598,245731.928,88.007,,,,15:32:10,2023-07-04,
nor2-364,5182417.674,245732.896,87.974,,,,15:32:10,2023-07-04,
nor2-365,5182418.740,245733.758,87.991,,,,15:32:10,2023-07-04,
