Pt name,North,East,Elevation,HA,VA,SD,Time,Date,Code
nor3-145,5182512.181,245667.767,88.195,,,,15:27:21,2023-07-04,
nor3-146,5182511.533,245668.622,88.125,,,,15:27:22,2023-07-04,
nor3-147,5182511.058,245669.828,88.102,,,,15:27:23,2023-07-04,
nor3-148,5182510.568,245671.127,88.061,,,,15:27:24,2023-07-04,
nor3-149,5182510.055,245671.985,88.059,,,,15:27:25,2023-07-04,
nor3-150,5182509.232,245673.016,88.145,,,,15:27:26,2023-07-04,
nor3-151,5182508.342,245674.098,88.204,,,,15:27:27,2023-07-04,
nor3-152,5182507.396,245675.208,88.168,,,,15:27:28,2023-07-04,
nor3-153,5182506.446,245676.280,88.112,,,,15:27:29,2023-07-04,
nor3-154,5182505.490,245677.300,88.133,,,,15:27:30,2023-07-04,
nor3-155,5182504.417,245678.339,88.269,,,,15:27:31,2023-07-04,
nor3-156,5182503.377,245679.431,88.116,,,,15:27:32,2023-07-04,
nor3-157,5182502.308,245680.427,88.197,,,,15:27:33,2023-07-04,
nor3-158,5182501.222,245681.408,88.199,,,,15:27:34,2023-07-04,
nor3-159,5182500.113,245682.398,88.168,,,,15:27:35,2023-07-04,
nor3-160,5182499.120,245683.262,88.153,,,,15:27:36,2023-07-04,
nor3-161,5182498.559,245683.917,88.173,,,,15:27:37,2023-07-04,
nor3-162,5182497.849,245685.132,88.166,,,,15:27:38,2023-07-04,
nor3-163,5182497.245,245686.418,88.183,,,,15:27:39,2023-07-04,
nor3-164,5182496.773,245687.809,88.149,,,,15:27:40,2023-07-04,
nor3-165,5182496.383,245689.118,88.080,,,,15:27:41,2023-07-04,
nor3-166,5182495.903,245690.079,88.071,,,,15:27:42,2023-07-04,
nor3-167,5182495.322,245690.838,88.126,,,,15:27:43,2023-07-04,
nor3-168,5182494.575,245691.582,88.142,,,,15:27:44,2023-07-04,
nor3-169,5182492.249,245693.497,88.174,,,,15:27:47,2023-07-04,
nor3-170,5182491.573,245694.025,88.188,,,,15:27:48,2023-07-04,
nor3-171,5182490.731,245694.597,88.149,,,,15:27:49,2023-07-04,
nor3-172,5182489.952,245695.104,88.085,,,,15:27:50,2023-07-04,
nor3-173,5182489.143,245695.641,88.080,,,,15:27:51,2023-07-04,
nor3-174,5182488.267,245696.147,88.018,,,,15:27:52,2023-07-04,
nor3-175,5182487.512,245696.487,88.041,,,,15:27:53,2023-07-04,
nor3-176,5182486.699,245696.657,88.098,,,,15:27:54,2023-07-04,
nor3-177,5182485.709,245696.675,88.067,,,,15:27:55,2023-07-04,
nor3-178,5182484.859,245696.589,88.104,,,,15:27:56,2023-07-04,
nor3-179,5182484.183,245696.509,88.091,,,,15:27:57,2023-07-04,
nor3-180,5182483.446,245696.432,88.112,,,,15:27:58,2023-07-04,
nor3-181,5182482.323,245696.441,88.100,,,,15:27:59,2023-07-04,
nor3-182,5182481.063,245696.451,88.064,,,,15:28:00,2023-07-04,
nor3-183,5182479.723,245696.373,88.105,,,,15:28:01,2023-07-04,
nor3-184,5182478.606,245696.368,88.034,,,,15:28:02,2023-07-04,
nor3-185,5182477.668,245696.322,88.025,,,,15:28:03,2023-07-04,
nor3-186,5182476.762,245696.276,88.049,,,,15:28:04,2023-07-04,
nor3-187,5182476.113,245696.250,88.033,,,,15:28:05,2023-07-04,
nor3-188,5182475.698,245696.239,88.014,,,,15:28:06,2023-07-04,
nor3-189,5182475.720,245696.231,88.038,,,,15:28:07,2023-07-04,
nor3-190,5182475.711,245696.233,88.034,,,,15:28:08,2023-07-04,
nor3-191,5182475.705,245696.221,88.052,,,,15:28:09,2023-07-04,
nor3-192,5182475.707,245696.224,88.050,,,,15:28:10,2023-07-04,
nor3-193,5182475.710,245696.224,88.053,,,,15:28:11,2023-07-04,
nor3-194,5182475.710,245696.225,88.048,,,,15:28:12,2023-07-04,
nor3-195,5182475.708,245696.221,88.045,,,,15:28:13,2023-07-04,
nor3-196,5182475.706,245696.221,88.054,,,,15:28:14,2023-07-04,
nor3-197,5182475.708,245696.221,88.061,,,,15:28:15,2023-07-04,
nor3-198,5182475.708,245696.221,88.065,,,,15:28:16,2023-07-04,
nor3-199,5182475.637,245696.220,88.075,,,,15:28:17,2023-07-04,
nor3-200,5182474.869,245696.151,88.080,,,,15:28:18,2023-07-04,
nor3-201,5182474.001,245696.004,88.092,,,,15:28:19,2023-07-04,
nor3-202,5182473.091,245695.760,88.076,,,,15:28:20,2023-07-04,
nor3-203,5182472.229,245695.456,88.072,,,,15:28:21,2023-07-04,
nor3-204,5182471.325,245695.112,88.081,,,,15:28:22,2023-07-04,
nor3-205,5182470.361,245694.717,88.089,,,,15:28:23,2023-07-04,
nor3-206,5182469.424,245694.299,88.041,,,,15:28:24,2023-07-04,
nor3-207,5182468.565,245693.890,88.019,,,,15:28:25,2023-07-04,
nor3-208,5182467.795,245693.494,88.009,,,,15:28:26,2023-07-04,
nor3-209,5182467.009,245693.048,88.025,,,,15:28:27,2023-07-04,
nor3-210,5182466.305,245692.621,88.021,,,,15:28:28,2023-07-04,
nor3-211,5182465.621,245692.201,88.004,,,,15:28:29,2023-07-04,
nor3-212,5182464.938,245691.756,88.002,,,,15:28:30,2023-07-04,
nor3-213,5182464.255,245691.281,88.015,,,,15:28:31,2023-07-04,
nor3-214,5182463.617,245690.822,88.023,,,,15:28:32,2023-07-04,
nor3-215,5182462.957,245690.326,88.019,,,,15:28:33,2023-07-04,
nor3-216,5182462.553,245690.035,88.030,,,,15:28:34,2023-07-04,
nor3-217,5182462.175,245689.790,88.024,,,,15:28:35,2023-07-04,
nor3-218,5182461.136,245689.232,88.029,,,,15:28:36,2023-07-04,
nor3-219,5182460.139,245688.738,88.029,,,,15:28:37,2023-07-04,
nor3-220,5182459.127,245688.302,88.054,,,,15:28:38,2023-07-04,
nor3-221,5182458.098,245687.891,88.049,,,,15:28:39,2023-07-04,
nor3-222,5182457.036,245687.522,88.048,,,,15:28:40,2023-07-04,
nor3-223,5182455.939,245687.183,88.017,,,,15:28:41,2023-07-04,
nor3-224,5182454.707,245686.869,88.005,,,,15:28:42,2023-07-04,
nor3-225,5182453.437,245686.551,88.023,,,,15:28:43,2023-07-04,
nor3-226,5182452.480,245686.235,88.010,,,,15:28:44,2023-07-04,
nor3-227,5182451.369,245685.791,87.995,,,,15:28:45,2023-07-04,
nor3-228,5182450.212,245685.343,87.997,,,,15:28:46,2023-07-04,
nor3-229,5182449.245,245684.954,88.044,,,,15:28:47,2023-07-04,
nor3-230,5182449.048,245684.775,88.021,,,,15:28:48,2023-07-04,
nor3-231,5182448.670,245683.854,88.101,,,,15:28:49,2023-07-04,
nor3-232,5182448.615,245682.758,88.091,,,,15:28:50,2023-07-04,
nor3-233,5182448.920,245681.919,88.098,,,,15:28:51,2023-07-04,
nor3-234,5182449.359,245681.259,88.067,,,,15:28:52,2023-07-04,
nor3-235,5182450.129,245680.440,88.065,,,,15:28:53,2023-07-04,
nor3-236,5182450.903,245679.798,88.056,,,,15:28:54,2023-07-04,
nor3-237,5182451.793,245679.192,88.084,,,,15:28:55,2023-07-04,
nor3-238,5182452.722,245678.686,88.036,,,,15:28:56,2023-07-04,
nor3-239,5182453.691,245678.177,88.035,,,,15:28:57,2023-07-04,
nor3-240,5182454.811,245677.556,88.027,,,,15:28:58,2023-07-04,
nor3-241,5182456.005,245676.842,87.992,,,,15:28:59,2023-07-04,
nor3-242,5182457.277,245676.040,88.011,,,,15:29:00,2023-07-04,
nor3-243,5182458.371,245675.297,87.940,,,,15:29:01,2023-07-04,
nor3-244,5182459.160,245674.524,87.973,,,,15:29:02,2023-07-04,
nor3-245,5182460.102,245673.388,87.986,,,,15:29:03,2023-07-04,
nor3-246,5182461.016,245672.258,88.007,,,,15:29:04,2023-07-04,
nor3-247,5182461.947,245671.245,87.984,,,,15:29:05,2023-07-04,
nor3-248,5182462.943,245670.366,88.020,,,,15:29:06,2023-07-04,
nor3-249,5182463.937,245669.502,88.029,,,,15:29:07,2023-07-04,
nor3-250,5182464.885,245668.823,88.026,,,,15:29:08,2023-07-04,
nor3-251,5182465.608,245668.311,87.963,,,,15:29:09,2023-07-04,
nor3-252,5182466.454,245667.759,87.949,,,,15:29:10,2023-07-04,
nor3-253,5182466.770,245667.526,87.962,,,,15:29:11,2023-07-04,
nor3-254,5182466.966,245667.203,87.943,,,,15:29:12,2023-07-04,
nor3-255,5182467.265,245666.398,87.949,,,,15:29:13,2023-07-04,
nor3-256,5182467.284,245666.365,87.931,,,,15:29:14,2023-07-04,
nor3-257,5182466.474,245665.221,87.943,,,,15:29:15,2023-07-04,
nor3-258,5182466.001,245664.597,87.942,,,,15:29:16,2023-07-04,
nor3-259,5182465.624,245664.048,87.917,,,,15:29:17,2023-07-04,
nor3-260,5182465.304,245663.395,87.988,,,,15:29:18,2023-07-04,
nor3-261,5182464.770,245662.222,88.003,,,,15:29:19,2023-07-04,
nor3-262,5182464.344,245661.372,88.010,,,,15:29:20,2023-07-04,
nor3-263,5182463.538,245660.230,88.035,,,,15:29:21,2023-07-04,
nor3-264,5182462.678,245659.048,88.060,,,,15:29:22,2023-07-04,
nor3-265,5182461.747,245657.863,88.105,,,,15:29:23,2023-07-04,
nor3-266,5182460.845,245656.728,88.157,,,,15:29:24,2023-07-04,
nor3-267,5182459.868,245655.582,88.156,,,,15:29:25,2023-07-04,
nor3-268,5182458.926,245654.451,88.170,,,,15:29:26,2023-07-04,
nor3-269,5182458.270,245653.703,88.185,,,,15:29:27,2023-07-04,
nor3-270,5182457.811,245653.264,88.172,,,,15:29:28,2023-07-04,
nor3-271,5182457.720,245653.159,88.195,,,,15:29:29,2023-07-04,
nor3-272,5182457.256,245652.800,88.236,,,,15:29:30,2023-07-04,
nor3-273,5182456.843,245653.018,88.230,,,,15:29:31,2023-07-04,
nor3-274,5182455.815,245653.804,88.307,,,,15:29:32,2023-07-04,
nor3-275,5182454.897,245654.830,88.251,,,,15:29:33,2023-07-04,
nor3-276,5182454.144,245655.836,88.281,,,,15:29:34,2023-07-04,
nor3-277,5182453.440,245656.683,88.253,,,,15:29:35,2023-07-04,
nor3-278,5182452.616,245657.447,88.252,,,,15:29:36,2023-07-04,
nor3-279,5182451.758,245658.071,88.258,,,,15:29:37,2023-07-04,
nor3-280,5182450.714,245658.821,88.243,,,,15:29:38,2023-07-04,
nor3-281,5182449.714,245659.556,88.234,,,,15:29:39,2023-07-04,
nor3-282,5182448.739,245660.231,88.253,,,,15:29:40,2023-07-04,
nor3-283,5182447.749,245660.904,88.267,,,,15:29:41,2023-07-04,
nor3-284,5182446.869,245661.504,88.272,,,,15:29:42,2023-07-04,
nor3-285,5182445.887,245662.148,88.246,,,,15:29:43,2023-07-04,
nor3-286,5182444.875,245662.717,88.295,,,,15:29:44,2023-07-04,
nor3-287,5182443.849,245663.350,88.275,,,,15:29:45,2023-07-04,
nor3-288,5182442.803,245663.966,88.316,,,,15:29:46,2023-07-04,
nor3-289,5182441.781,245664.560,88.319,,,,15:29:47,2023-07-04,
nor3-290,5182440.610,245665.206,88.323,,,,15:29:48,2023-07-04,
nor3-291,5182439.462,245665.833,88.332,,,,15:29:49,2023-07-04,
nor3-292,5182438.357,245666.415,88.296,,,,15:29:50,2023-07-04,
nor3-293,5182437.327,245666.972,88.294,,,,15:29:51,2023-07-04,
nor3-294,5182436.365,245667.551,88.338,,,,15:29:52,2023-07-04,
nor3-295,5182435.311,245668.271,88.334,,,,15:29:53,2023-07-04,
nor3-296,5182434.266,245668.992,88.334,,,,15:29:54,2023-07-04,
nor3-297,5182433.261,245669.728,88.304,,,,15:29:55,2023-07-04,
nor3-298,5182432.236,245670.499,88.299,,,,15:29:56,2023-07-04,
nor3-299,5182431.854,245670.782,88.295,,,,15:29:57,2023-07-04,
nor3-300,5182431.490,245671.021,88.321,,,,15:29:58,2023-07-04,
nor3-301,5182431.353,245671.220,88.338,,,,15:29:59,2023-07-04,
nor3-302,5182431.032,245672.020,88.289,,,,15:30:00,2023-07-04,
nor3-303,5182431.033,245672.961,88.286,,,,15:30:01,2023-07-04,
nor3-304,5182431.379,245674.369,88.256,,,,15:30:02,2023-07-04,
nor3-305,5182431.886,245675.661,88.214,,,,15:30:03,2023-07-04,
nor3-306,5182432.495,245676.792,88.174,,,,15:30:04,2023-07-04,
nor3-307,5182432.843,245677.489,88.181,,,,15:30:05,2023-07-04,
nor3-308,5182433.238,245678.287,88.171,,,,15:30:06,2023-07-04,
nor3-309,5182433.624,245679.095,88.145,,,,15:30:07,2023-07-04,
nor3-310,5182434.105,245680.143,88.141,,,,15:30:08,2023-07-04,
nor3-311,5182434.558,245681.129,88.151,,,,15:30:09,2023-07-04,
nor3-312,5182434.909,245681.969,88.132,,,,15:30:10,2023-07-04,
nor3-313,5182435.202,245682.689,88.100,,,,15:30:11,2023-07-04,
nor3-314,5182435.604,245683.723,88.026,,,,15:30:12,2023-07-04,
nor3-315,5182436.071,245684.779,88.093,,,,15:30:13,2023-07-04,
nor3-316,5182436.492,245685.822,88.095,,,,15:30:14,2023-07-04,
nor3-317,5182436.917,245686.889,88.117,,,,15:30:15,2023-07-04,
nor3-318,5182437.229,245687.623,88.104,,,,15:30:16,2023-07-04,
nor3-319,5182437.489,245688.297,88.118,,,,15:30:17,2023-07-04,
nor3-320,5182437.736,245689.005,88.130,,,,15:30:18,2023-07-04,
nor3-321,5182437.811,245689.202,88.149,,,,15:30:19,2023-07-04,
nor3-322,5182437.968,245689.799,88.156,,,,15:30:20,2023-07-04,
nor3-323,5182438.028,245690.158,88.154,,,,15:30:21,2023-07-04,
nor3-324,5182438.087,245690.924,88.159,,,,15:30:22,2023-07-04,
nor3-325,5182437.898,245691.660,88.140,,,,15:30:23,2023-07-04,
nor3-326,5182437.490,245692.658,88.106,,,,15:30:24,2023-07-04,
nor3-327,5182436.892,245693.189,88.125,,,,15:30:25,2023-07-04,
nor3-328,5182435.925,245693.753,88.129,,,,15:30:26,2023-07-04,
nor3-329,5182435.178,245694.126,88.134,,,,15:30:27,2023-07-04,
nor3-330,5182434.631,245694.430,88.141,,,,15:30:28,2023-07-04,
nor3-331,5182433.354,245695.221,88.157,,,,15:30:29,2023-07-04,
nor3-332,5182432.171,245696.061,88.165,,,,15:30:30,2023-07-04,
nor3-333,5182431.008,245697.009,88.155,,,,15:30:31,2023-07-04,
nor3-334,5182429.861,245697.947,88.230,,,,15:30:32,2023-07-04,
nor3-335,5182428.723,245698.914,88.155,,,,15:30:33,2023-07-04,
nor3-336,5182427.590,245699.871,88.188,,,,15:30:34,2023-07-04,
nor3-337,5182426.495,245700.854,88.210,,,,15:30:35,2023-07-04,
nor3-338,5182425.417,245701.825,88.314,,,,15:30:36,2023-07-04,
nor3-339,5182424.312,245702.802,88.326,,,,15:30:37,2023-07-04,
nor3-340,5182423.215,245703.791,88.286,,,,15:30:38,2023-07-04,
nor3-341,5182422.266,245704.734,88.245,,,,15:30:39,2023-07-04,
nor3-342,5182421.823,245705.245,88.266,,,,15:30:40,2023-07-04,
nor3-343,5182421.626,245705.972,88.222,,,,15:30:41,2023-07-04,
nor3-344,5182421.501,245706.480,88.225,,,,15:30:42,2023-07-04,
nor3-345,5182422.022,245707.542,88.148,,,,15:30:43,2023-07-04,
nor3-346,5182422.726,245708.001,88.097,,,,15:30:44,2023-07-04,
nor3-347,5182423.969,245708.506,88.095,,,,15:30:45,2023-07-04,
nor3-348,5182425.231,245708.969,88.082,,,,15:30:46,2023-07-04,
nor3-349,5182426.447,245709.360,88.069,,,,15:30:47,2023-07-04,
nor3-350,5182426.775,245709.522,88.101,,,,15:30:48,2023-07-04,
nor3-351,5182427.156,245709.899,88.105,,,,15:30:49,2023-07-04,
nor3-352,5182427.434,245710.664,88.103,,,,15:30:50,2023-07-04,
nor3-353,5182427.220,245711.555,88.099,,,,15:30:51,2023-07-04,
nor3-354,5182426.616,245712.233,88.125,,,,15:30:52,2023-07-04,
nor3-355,5182425.127,245712.750,88.119,,,,15:30:53,2023-07-04,
nor3-356,5182423.830,245713.189,88.120,,,,15:30:54,2023-07-04,
nor3-357,5182422.521,245713.787,88.080,,,,15:30:55,2023-07-04,
nor3-358,5182421.436,245714.458,88.099,,,,15:30:56,2023-07-04,
nor3-359,5182420.411,245715.330,88.072,,,,15:30:59,2023-07-04,
nor3-360,5182419.383,245716.354,88.100,,,,15:31:03,2023-07-04,
nor3-361,5182418.449,245717.311,88.077,,,,15:31:03,2023-07-04,
nor3-362,5182417.540,245718.078,88.079,,,,15:31:04,2023-07-04,
nor3-363,5182416.580,245718.765,88.074,,,,15:31:04,2023-07-04,
nor3-364,5182415.614,245719.418,88.070,,,,15:31:04,2023-07-04,
