Pt name,North,East,Elevation,HA,VA,SD,Time,Date,Code
RTCM0000,5190078.210,246728.524,35.799,,,,1688481112,2023-07-04
1,5182482.797,245700.437,87.975,,,,1688481135,2023-07-04
nor3-1,5182479.238,245693.765,88.069,,,,1688484298,2023-07-04
nor3-2,5182479.235,245693.766,88.073,,,,1688484298,2023-07-04
nor3-3,5182479.242,245693.770,88.066,,,,1688484299,2023-07-04
nor3-4,5182479.237,245693.765,88.064,,,,1688484300,2023-07-04
nor3-5,5182479.243,245693.768,88.070,,,,1688484301,2023-07-04
nor3-6,5182479.241,245693.766,88.073,,,,1688484302,2023-07-04
nor3-7,5182479.240,245693.768,88.063,,,,1688484303,2023-07-04
nor3-8,5182479.240,245693.766,88.066,,,,1688484304,2023-07-04
nor3-9,5182479.237,245693.763,88.071,,,,1688484305,2023-07-04
nor3-10,5182479.237,245693.767,88.058,,,,1688484306,2023-07-04
nor3-11,5182479.235,245693.761,88.067,,,,1688484307,2023-07-04
nor3-12,5182479.233,245693.762,88.073,,,,1688484308,2023-07-04
nor3-13,5182479.237,245693.763,88.069,,,,1688484309,2023-07-04
nor3-14,5182479.239,245693.763,88.070,,,,1688484310,2023-07-04
nor3-15,5182479.240,245693.761,88.075,,,,1688484311,2023-07-04
nor3-16,5182479.237,245693.767,88.065,,,,1688484312,2023-07-04
nor3-17,5182479.235,245693.763,88.072,,,,1688484313,2023-07-04
nor3-18,5182479.234,245693.767,88.065,,,,1688484314,2023-07-04
nor3-19,5182479.237,245693.765,88.070,,,,1688484315,2023-07-04
nor3-20,5182479.236,245693.767,88.068,,,,1688484316,2023-07-04
nor3-21,5182479.233,245693.766,88.072,,,,1688484317,2023-07-04
nor3-22,5182479.234,245693.764,88.076,,,,1688484318,2023-07-04
nor3-23,5182479.236,245693.768,88.065,,,,1688484319,2023-07-04
nor3-24,5182479.229,245693.768,88.075,,,,1688484320,2023-07-04
nor3-25,5182478.856,245693.744,88.089,,,,1688484321,2023-07-04
nor3-26,5182478.487,245693.721,88.067,,,,1688484322,2023-07-04
nor3-27,5182478.026,245693.694,88.068,,,,1688484323,2023-07-04
nor3-28,5182477.346,245693.681,88.065,,,,1688484324,2023-07-04
nor3-29,5182476.522,245693.673,88.075,,,,1688484325,2023-07-04
nor3-30,5182475.669,245693.667,88.055,,,,1688484326,2023-07-04
nor3-31,5182474.800,245693.685,88.076,,,,1688484327,2023-07-04
nor3-32,5182473.898,245693.729,88.071,,,,1688484328,2023-07-04
nor3-33,5182472.883,245693.784,88.106,,,,1688484329,2023-07-04
nor3-34,5182472.062,245693.869,88.075,,,,1688484330,2023-07-04
nor3-35,5182471.367,245694.000,88.076,,,,1688484331,2023-07-04
nor3-36,5182470.320,245694.254,88.080,,,,1688484332,2023-07-04
nor3-37,5182469.256,245694.605,88.085,,,,1688484333,2023-07-04
nor3-38,5182468.236,245695.049,88.072,,,,1688484334,2023-07-04
nor3-39,5182467.096,245695.634,88.068,,,,1688484335,2023-07-04
nor3-40,5182466.567,245695.913,88.101,,,,1688484336,2023-07-04
nor3-41,5182466.500,245695.958,88.096,,,,1688484337,2023-07-04
nor3-42,5182466.145,245696.131,88.090,,,,1688484338,2023-07-04
nor3-43,5182465.585,245696.196,88.080,,,,1688484339,2023-07-04
nor3-44,5182465.036,245696.026,88.084,,,,1688484340,2023-07-04
nor3-45,5182464.485,245695.614,88.056,,,,1688484341,2023-07-04
nor3-46,5182463.999,245695.104,88.052,,,,1688484342,2023-07-04
nor3-47,5182463.649,245694.573,88.039,,,,1688484343,2023-07-04
nor3-48,5182463.412,245693.978,88.048,,,,1688484344,2023-07-04
nor3-49,5182463.303,245693.639,88.048,,,,1688484345,2023-07-04
nor3-50,5182463.315,245693.629,88.044,,,,1688484346,2023-07-04
nor3-51,5182463.312,245693.635,88.044,,,,1688484347,2023-07-04
nor3-52,5182463.310,245693.623,88.041,,,,1688484348,2023-07-04
nor3-53,5182463.277,245693.427,88.032,,,,1688484349,2023-07-04
nor3-54,5182463.205,245693.135,88.036,,,,1688484350,2023-07-04
nor3-55,5182463.100,245692.584,88.048,,,,1688484351,2023-07-04
nor3-56,5182462.982,245691.945,88.068,,,,1688484352,2023-07-04
nor3-57,5182462.866,245691.199,88.062,,,,1688484353,2023-07-04
nor3-58,5182462.829,245690.479,88.036,,,,1688484354,2023-07-04
nor3-59,5182462.884,245689.701,88.050,,,,1688484355,2023-07-04
nor3-60,5182462.989,245688.942,88.063,,,,1688484356,2023-07-04
nor3-61,5182463.144,245688.201,88.062,,,,1688484357,2023-07-04
nor3-62,5182463.385,245687.429,88.039,,,,1688484358,2023-07-04
nor3-63,5182463.696,245686.673,88.051,,,,1688484359,2023-07-04
nor3-64,5182464.093,245685.933,88.028,,,,1688484360,2023-07-04
nor3-65,5182464.497,245685.061,88.033,,,,1688484361,2023-07-04
nor3-66,5182464.997,245684.059,88.043,,,,1688484362,2023-07-04
nor3-67,5182465.548,245683.075,88.021,,,,1688484363,2023-07-04
nor3-68,5182466.207,245682.029,88.017,,,,1688484364,2023-07-04
nor3-69,5182466.683,245681.306,87.993,,,,1688484365,2023-07-04
nor3-70,5182467.114,245680.823,87.998,,,,1688484366,2023-07-04
nor3-71,5182467.786,245680.347,87.990,,,,1688484367,2023-07-04
nor3-72,5182468.154,245680.085,88.019,,,,1688484368,2023-07-04
nor3-73,5182468.820,245679.656,88.037,,,,1688484369,2023-07-04
nor3-74,5182469.520,245679.232,88.021,,,,1688484370,2023-07-04
nor3-75,5182470.168,245678.840,87.993,,,,1688484371,2023-07-04
nor3-76,5182471.022,245678.291,88.012,,,,1688484372,2023-07-04
nor3-77,5182471.926,245677.713,88.003,,,,1688484373,2023-07-04
