Pt name,North,East,Elevation,HA,VA,SD,Time,Date,Code
nor3-193,5182788.731,245437.097,88.063,,,,11:50:16,2023-07-05,
nor3-194,5182788.656,245437.096,88.054,,,,11:50:17,2023-07-05,
nor3-195,5182788.641,245437.098,88.050,,,,11:50:18,2023-07-05,
nor3-196,5182788.580,245437.113,88.032,,,,11:50:19,2023-07-05,
nor3-197,5182788.505,245437.107,88.044,,,,11:50:20,2023-07-05,
nor3-198,5182788.543,245437.124,88.041,,,,11:50:21,2023-07-05,
nor3-199,5182788.409,245437.058,88.064,,,,11:50:22,2023-07-05,
nor3-200,5182788.206,245436.962,88.056,,,,11:50:23,2023-07-05,
nor3-201,5182788.186,245436.952,88.053,,,,11:50:24,2023-07-05,
nor3-202,5182788.188,245436.952,88.059,,,,11:50:25,2023-07-05,
nor3-203,5182788.193,245436.953,88.051,,,,11:50:26,2023-07-05,
nor3-204,5182788.189,245436.952,88.053,,,,11:50:27,2023-07-05,
nor3-205,5182788.192,245436.955,88.050,,,,11:50:28,2023-07-05,
nor3-206,5182788.190,245436.954,88.046,,,,11:50:29,2023-07-05,
nor3-207,5182788.192,245436.955,88.046,,,,11:50:30,2023-07-05,
nor3-208,5182788.189,245436.954,88.046,,,,11:50:31,2023-07-05,
nor3-209,5182788.191,245436.953,88.053,,,,11:50:32,2023-07-05,
nor3-210,5182788.193,245436.955,88.047,,,,11:50:33,2023-07-05,
nor3-211,5182788.193,245436.959,88.039,,,,11:50:34,2023-07-05,
nor3-212,5182788.134,245436.944,88.032,,,,11:50:35,2023-07-05,
nor3-213,5182787.884,245436.687,88.036,,,,11:50:36,2023-07-05,
nor3-214,5182787.476,245436.291,88.043,,,,11:50:37,2023-07-05,
nor3-215,5182787.062,245435.788,88.044,,,,11:50:38,2023-07-05,
nor3-216,5182786.722,245435.345,88.041,,,,11:50:39,2023-07-05,
nor3-217,5182786.610,245435.203,88.047,,,,11:50:40,2023-07-05,
nor3-218,5182786.611,245435.204,88.032,,,,11:50:41,2023-07-05,
nor3-219,5182786.613,245435.203,88.028,,,,11:50:42,2023-07-05,
nor3-220,5182786.613,245435.203,88.032,,,,11:50:43,2023-07-05,
nor3-221,5182786.610,245435.203,88.028,,,,11:50:44,2023-07-05,
nor3-222,5182786.609,245435.201,88.037,,,,11:50:45,2023-07-05,
nor3-223,5182786.613,245435.202,88.045,,,,11:50:46,2023-07-05,
nor3-224,5182786.612,245435.201,88.045,,,,11:50:47,2023-07-05,
nor3-225,5182786.615,245435.201,88.038,,,,11:50:48,2023-07-05,
nor3-226,5182786.610,245435.202,88.044,,,,11:50:49,2023-07-05,
nor3-227,5182786.609,245435.201,88.041,,,,11:50:50,2023-07-05,
nor3-228,5182786.612,245435.201,88.045,,,,11:50:51,2023-07-05,
nor3-229,5182786.607,245435.195,88.035,,,,11:50:52,2023-07-05,
nor3-230,5182786.609,245435.197,88.048,,,,11:50:53,2023-07-05,
nor3-231,5182786.606,245435.197,88.040,,,,11:50:54,2023-07-05,
nor3-232,5182786.609,245435.199,88.042,,,,11:50:55,2023-07-05,
nor3-233,5182786.610,245435.201,88.039,,,,11:50:56,2023-07-05,
nor3-234,5182786.609,245435.199,88.045,,,,11:50:57,2023-07-05,
nor3-235,5182786.605,245435.194,88.042,,,,11:50:58,2023-07-05,
nor3-236,5182786.604,245435.195,88.042,,,,11:50:59,2023-07-05,
nor3-237,5182786.611,245435.198,88.034,,,,11:51:00,2023-07-05,
nor3-238,5182786.606,245435.199,88.036,,,,11:51:01,2023-07-05,
nor3-239,5182786.606,245435.197,88.042,,,,11:51:02,2023-07-05,
nor3-240,5182786.610,245435.197,88.034,,,,11:51:03,2023-07-05,
nor3-241,5182786.611,245435.199,88.040,,,,11:51:04,2023-07-05,
nor3-242,5182786.608,245435.198,88.040,,,,11:51:05,2023-07-05,
nor3-243,5182786.611,245435.198,88.038,,,,11:51:06,2023-07-05,
nor3-244,5182786.609,245435.199,88.043,,,,11:51:07,2023-07-05,
nor3-245,5182786.606,245435.198,88.043,,,,11:51:08,2023-07-05,
nor3-246,5182786.604,245435.199,88.041,,,,11:51:09,2023-07-05,
nor3-247,5182786.603,245435.198,88.047,,,,11:51:10,2023-07-05,
nor3-248,5182786.683,245435.299,88.060,,,,11:51:11,2023-07-05,
nor3-249,5182787.620,245436.504,88.054,,,,11:51:12,2023-07-05,
nor3-250,5182788.324,245437.407,88.057,,,,11:51:13,2023-07-05,
nor3-251,5182788.974,245438.263,88.087,,,,11:51:14,2023-07-05,
nor3-252,5182789.135,245438.476,88.096,,,,11:51:15,2023-07-05,
nor3-253,5182789.135,245438.461,88.106,,,,11:51:16,2023-07-05,
nor3-254,5182789.144,245438.467,88.113,,,,11:51:17,2023-07-05,
nor3-255,5182789.079,245438.353,88.102,,,,11:51:18,2023-07-05,
nor3-256,5182788.988,245438.236,88.101,,,,11:51:19,2023-07-05,
nor3-257,5182788.921,245438.146,88.053,,,,11:51:20,2023-07-05,
nor3-258,5182788.883,245438.125,88.083,,,,11:51:21,2023-07-05,
nor3-259,5182788.882,245438.132,88.067,,,,11:51:22,2023-07-05,
nor3-260,5182788.878,245438.129,88.069,,,,11:51:23,2023-07-05,
nor3-261,5182788.879,245438.130,88.064,,,,11:51:24,2023-07-05,
nor3-262,5182788.881,245438.132,88.068,,,,11:51:25,2023-07-05,
nor3-263,5182788.879,245438.130,88.073,,,,11:51:26,2023-07-05,
nor3-264,5182788.879,245438.130,88.067,,,,11:51:27,2023-07-05,
nor3-265,5182788.885,245438.130,88.072,,,,11:51:28,2023-07-05,
nor3-266,5182788.883,245438.129,88.081,,,,11:51:29,2023-07-05,
nor3-267,5182788.885,245438.133,88.076,,,,11:51:30,2023-07-05,
nor3-268,5182788.884,245438.133,88.079,,,,11:51:31,2023-07-05,
nor3-269,5182788.884,245438.133,88.082,,,,11:51:32,2023-07-05,
nor3-270,5182788.888,245438.134,88.075,,,,11:51:33,2023-07-05,
nor3-271,5182788.486,245438.420,88.071,,,,11:51:34,2023-07-05,
nor3-272,5182787.752,245438.952,88.081,,,,11:51:35,2023-07-05,
nor3-273,5182786.793,245439.602,88.053,,,,11:51:36,2023-07-05,
nor3-274,5182785.952,245440.167,88.062,,,,11:51:37,2023-07-05,
nor3-275,5182784.925,245440.893,88.068,,,,11:51:38,2023-07-05,
nor3-276,5182783.893,245441.613,88.065,,,,11:51:39,2023-07-05,
nor3-277,5182782.892,245442.297,88.059,,,,11:51:40,2023-07-05,
nor3-278,5182781.721,245443.116,88.082,,,,11:51:41,2023-07-05,
nor3-279,5182780.663,245443.928,88.132,,,,11:51:42,2023-07-05,
nor3-280,5182779.628,245444.902,88.086,,,,11:51:43,2023-07-05,
nor3-281,5182778.681,245445.788,88.127,,,,11:51:44,2023-07-05,
nor3-282,5182777.626,245446.710,88.132,,,,11:51:45,2023-07-05,
nor3-283,5182776.568,245447.641,88.147,,,,11:51:46,2023-07-05,
nor3-284,5182775.476,245448.572,88.192,,,,11:51:47,2023-07-05,
nor3-285,5182774.395,245449.528,88.190,,,,11:51:48,2023-07-05,
nor3-286,5182773.303,245450.459,88.232,,,,11:51:49,2023-07-05,
nor3-287,5182772.241,245451.386,88.243,,,,11:51:51,2023-07-05,
nor3-288,5182771.129,245452.310,88.245,,,,11:51:52,2023-07-05,
nor3-289,5182770.637,245452.732,88.240,,,,11:51:53,2023-07-05,
nor3-290,5182770.628,245452.735,88.245,,,,11:52:01,2023-07-05,
nor3-291,5182770.616,245452.735,88.245,,,,11:52:03,2023-07-05,
nor3-292,5182770.626,245452.735,88.241,,,,11:52:03,2023-07-05,
nor3-293,5182770.624,245452.737,88.237,,,,11:52:05,2023-07-05,
nor3-294,5182770.619,245452.736,88.235,,,,11:52:05,2023-07-05,
nor3-295,5182770.625,245452.734,88.236,,,,11:52:05,2023-07-05,
nor3-296,5182770.626,245452.734,88.235,,,,11:52:05,2023-07-05,
nor3-297,5182771.608,245451.922,88.240,,,,11:52:05,2023-07-05,
nor3-298,5182772.813,245451.024,88.229,,,,11:52:05,2023-07-05,
nor3-299,5182774.010,245450.172,88.212,,,,11:52:06,2023-07-05,
nor3-300,5182775.301,245449.451,88.203,,,,11:52:06,2023-07-05,
nor3-301,5182776.022,245449.073,88.188,,,,11:52:06,2023-07-05,
nor3-302,5182776.018,245449.067,88.187,,,,11:52:06,2023-07-05,
nor3-303,5182776.022,245449.072,88.181,,,,11:52:07,2023-07-05,
nor3-304,5182776.025,245449.071,88.182,,,,11:52:07,2023-07-05,
nor3-305,5182776.022,245449.071,88.181,,,,11:52:08,2023-07-05,
nor3-306,5182776.015,245449.069,88.188,,,,11:52:09,2023-07-05,
nor3-307,5182776.017,245449.068,88.189,,,,11:52:10,2023-07-05,
nor3-308,5182776.014,245449.070,88.201,,,,11:52:11,2023-07-05,
nor3-309,5182776.018,245449.066,88.189,,,,11:52:12,2023-07-05,
nor3-310,5182776.016,245449.064,88.193,,,,11:52:13,2023-07-05,
nor3-311,5182776.013,245449.067,88.195,,,,11:52:14,2023-07-05,
nor3-312,5182776.014,245449.064,88.194,,,,11:52:15,2023-07-05,
nor3-313,5182776.015,245449.063,88.182,,,,11:52:16,2023-07-05,
nor3-314,5182775.858,245449.142,88.182,,,,11:52:17,2023-07-05,
nor3-315,5182775.679,245449.238,88.202,,,,11:52:18,2023-07-05,
nor3-316,5182775.575,245449.293,88.193,,,,11:52:19,2023-07-05,
nor3-317,5182775.561,245449.292,88.199,,,,11:52:20,2023-07-05,
nor3-318,5182775.561,245449.294,88.200,,,,11:52:22,2023-07-05,
nor3-319,5182775.562,245449.296,88.195,,,,11:52:24,2023-07-05,
nor3-320,5182775.562,245449.295,88.201,,,,11:52:25,2023-07-05,
nor3-321,5182775.565,245449.294,88.198,,,,11:52:25,2023-07-05,
nor3-322,5182775.564,245449.294,88.195,,,,11:52:25,2023-07-05,
nor3-323,5182775.558,245449.294,88.200,,,,11:52:26,2023-07-05,
nor3-324,5182775.560,245449.293,88.195,,,,11:52:27,2023-07-05,
nor3-325,5182775.555,245449.292,88.203,,,,11:52:29,2023-07-05,
nor3-326,5182775.555,245449.290,88.207,,,,11:52:30,2023-07-05,
nor3-327,5182775.554,245449.290,88.198,,,,11:52:30,2023-07-05,
nor3-328,5182775.552,245449.290,88.200,,,,11:52:32,2023-07-05,
nor3-329,5182775.551,245449.292,88.198,,,,11:52:32,2023-07-05,
nor3-330,5182775.554,245449.293,88.195,,,,11:52:33,2023-07-05,
nor3-331,5182775.550,245449.292,88.193,,,,11:52:34,2023-07-05,
nor3-332,5182775.558,245449.294,88.190,,,,11:52:35,2023-07-05,
nor3-333,5182775.560,245449.295,88.196,,,,11:52:36,2023-07-05,
nor3-334,5182775.541,245449.307,88.190,,,,11:52:37,2023-07-05,
nor3-335,5182775.061,245449.523,88.218,,,,11:52:38,2023-07-05,
nor3-336,5182774.330,245449.769,88.192,,,,11:52:39,2023-07-05,
nor3-337,5182773.213,245450.013,88.213,,,,11:52:40,2023-07-05,
nor3-338,5182772.108,245449.999,88.209,,,,11:52:41,2023-07-05,
nor3-339,5182771.000,245449.668,88.211,,,,11:52:42,2023-07-05,
nor3-340,5182770.070,245448.996,88.241,,,,11:52:43,2023-07-05,
nor3-341,5182768.871,245448.013,88.211,,,,11:52:44,2023-07-05,
nor3-342,5182767.952,245447.298,88.250,,,,11:52:45,2023-07-05,
nor3-343,5182766.954,245446.808,88.263,,,,11:52:46,2023-07-05,
nor3-344,5182765.678,245446.518,88.280,,,,11:52:48,2023-07-05,
nor3-345,5182764.223,245446.301,88.291,,,,11:52:49,2023-07-05,
nor3-346,5182762.767,245446.171,88.322,,,,11:52:49,2023-07-05,
nor3-347,5182761.261,245446.038,88.372,,,,11:52:51,2023-07-05,
nor3-348,5182759.780,245445.965,88.403,,,,11:52:51,2023-07-05,
nor3-349,5182758.310,245445.873,88.403,,,,11:52:52,2023-07-05,
nor3-350,5182757.355,245445.930,88.409,,,,11:52:54,2023-07-05,
nor3-351,5182756.434,245446.247,88.432,,,,11:52:55,2023-07-05,
nor3-352,5182755.444,245446.999,88.465,,,,11:52:59,2023-07-05,
nor3-353,5182755.155,245447.294,88.458,,,,11:53:00,2023-07-05,
nor3-354,5182755.020,245447.382,88.424,,,,11:53:02,2023-07-05,
nor3-355,5182754.617,245447.567,88.512,,,,11:53:02,2023-07-05,
nor3-356,5182753.667,245448.202,88.532,,,,11:53:02,2023-07-05,
nor3-357,5182752.655,245448.190,88.399,,,,11:53:02,2023-07-05,
nor3-358,5182751.328,245448.036,88.421,,,,11:53:02,2023-07-05,
nor3-359,5182750.239,245447.215,88.402,,,,11:53:03,2023-07-05,
nor3-360,5182749.273,245446.277,88.332,,,,11:53:03,2023-07-05,
nor3-361,5182748.503,245445.337,88.440,,,,11:53:04,2023-07-05,
nor3-362,5182747.454,245444.246,88.746,,,,11:53:06,2023-07-05,
nor3-363,5182783.383,245442.317,88.065,,,,11:58:05,2023-07-05,
nor3-364,5182782.663,245441.347,88.046,,,,11:58:06,2023-07-05,
nor3-365,5182782.188,245440.690,88.060,,,,11:58:07,2023-07-05,
nor3-366,5182782.221,245440.721,88.005,,,,11:58:08,2023-07-05,
nor3-367,5182782.094,245440.521,88.034,,,,11:58:09,2023-07-05,
nor3-368,5182781.663,245439.906,88.031,,,,11:58:10,2023-07-05,
nor3-369,5182781.213,245439.202,88.031,,,,11:58:11,2023-07-05,
nor3-370,5182780.722,245438.460,88.013,,,,11:58:12,2023-07-05,
nor3-371,5182780.626,245438.304,88.039,,,,11:58:13,2023-07-05,
nor3-372,5182779.943,245437.225,88.039,,,,11:58:14,2023-07-05,
nor3-373,5182779.300,245436.255,88.040,,,,11:58:15,2023-07-05,
nor3-374,5182778.782,245435.497,88.038,,,,11:58:16,2023-07-05,
nor3-375,5182778.799,245435.524,88.048,,,,11:58:17,2023-07-05,
nor3-376,5182778.793,245435.517,88.040,,,,11:58:18,2023-07-05,
nor3-377,5182778.794,245435.519,88.051,,,,11:58:19,2023-07-05,
nor3-378,5182778.792,245435.517,88.053,,,,11:58:20,2023-07-05,
nor3-379,5182778.790,245435.518,88.051,,,,11:58:21,2023-07-05,
nor3-380,5182778.714,245435.387,88.047,,,,11:58:22,2023-07-05,
nor3-381,5182777.886,245434.161,88.039,,,,11:58:23,2023-07-05,
nor3-382,5182777.707,245433.879,88.062,,,,11:58:24,2023-07-05,
nor3-383,5182777.686,245433.860,88.040,,,,11:58:25,2023-07-05,
nor3-384,5182777.700,245433.870,88.050,,,,11:58:26,2023-07-05,
nor3-385,5182777.701,245433.871,88.053,,,,11:58:27,2023-07-05,
nor3-386,5182777.696,245433.867,88.050,,,,11:58:28,2023-07-05,
nor3-387,5182777.692,245433.864,88.059,,,,11:58:29,2023-07-05,
nor3-388,5182777.698,245433.866,88.050,,,,11:58:30,2023-07-05,
nor3-389,5182777.698,245433.865,88.053,,,,11:58:31,2023-07-05,
nor3-390,5182777.700,245433.867,88.047,,,,11:58:32,2023-07-05,
nor3-391,5182777.701,245433.866,88.046,,,,11:58:33,2023-07-05,
nor3-392,5182777.697,245433.866,88.054,,,,11:58:34,2023-07-05,
nor3-393,5182777.697,245433.866,88.058,,,,11:58:35,2023-07-05,
nor3-394,5182777.702,245433.867,88.053,,,,11:58:36,2023-07-05,
nor3-395,5182777.698,245433.864,88.053,,,,11:58:37,2023-07-05,
nor3-396,5182777.697,245433.865,88.055,,,,11:58:38,2023-07-05,
nor3-397,5182777.698,245433.867,88.053,,,,11:58:39,2023-07-05,
nor3-398,5182777.699,245433.865,88.055,,,,11:58:40,2023-07-05,
nor3-399,5182777.699,245433.865,88.047,,,,11:58:41,2023-07-05,
nor3-400,5182777.700,245433.866,88.052,,,,11:58:42,2023-07-05,
nor3-401,5182777.702,245433.867,88.047,,,,11:58:43,2023-07-05,
nor3-402,5182777.702,245433.867,88.045,,,,11:58:44,2023-07-05,
nor3-403,5182777.700,245433.867,88.052,,,,11:58:45,2023-07-05,
nor3-404,5182777.701,245433.867,88.048,,,,11:58:46,2023-07-05,
nor3-405,5182777.699,245433.865,88.052,,,,11:58:47,2023-07-05,
nor3-406,5182777.702,245433.868,88.048,,,,11:58:48,2023-07-05,
nor3-407,5182777.703,245433.868,88.047,,,,11:58:49,2023-07-05,
nor3-408,5182777.701,245433.867,88.054,,,,11:58:50,2023-07-05,
nor3-409,5182777.700,245433.864,88.050,,,,11:58:51,2023-07-05,
nor3-410,5182777.700,245433.866,88.054,,,,11:58:52,2023-07-05,
nor3-411,5182777.699,245433.867,88.053,,,,11:58:53,2023-07-05,
nor3-412,5182777.698,245433.865,88.057,,,,11:58:54,2023-07-05,
nor3-413,5182777.698,245433.865,88.060,,,,11:58:55,2023-07-05,
nor3-414,5182777.703,245433.867,88.060,,,,11:58:56,2023-07-05,
nor3-415,5182777.698,245433.868,88.056,,,,11:58:57,2023-07-05,
nor3-416,5182777.698,245433.868,88.058,,,,11:58:58,2023-07-05,
nor3-417,5182777.698,245433.867,88.058,,,,11:58:59,2023-07-05,
nor3-418,5182777.701,245433.865,88.049,,,,11:59:00,2023-07-05,
nor3-419,5182777.700,245433.864,88.054,,,,11:59:01,2023-07-05,
nor3-420,5182777.697,245433.864,88.057,,,,11:59:02,2023-07-05,
nor3-421,5182777.697,245433.868,88.043,,,,11:59:03,2023-07-05,
nor3-422,5182777.698,245433.866,88.057,,,,11:59:04,2023-07-05,
nor3-423,5182777.699,245433.867,88.060,,,,11:59:05,2023-07-05,
nor3-424,5182777.674,245433.839,88.062,,,,11:59:06,2023-07-05,
nor3-425,5182777.418,245433.442,88.052,,,,11:59:07,2023-07-05,
nor3-426,5182777.393,245433.402,88.054,,,,11:59:08,2023-07-05,
nor3-427,5182777.151,245433.065,88.058,,,,11:59:09,2023-07-05,
nor3-428,5182776.950,245432.863,88.046,,,,11:59:10,2023-07-05,
nor3-429,5182776.452,245432.430,88.038,,,,11:59:11,2023-07-05,
nor3-430,5182775.949,245432.022,88.087,,,,11:59:12,2023-07-05,
nor3-431,5182775.525,245431.735,88.082,,,,11:59:13,2023-07-05,
nor3-432,5182774.989,245431.400,88.066,,,,11:59:14,2023-07-05,
nor3-433,5182774.420,245431.094,88.063,,,,11:59:15,2023-07-05,
nor3-434,5182773.826,245430.772,88.101,,,,11:59:16,2023-07-05,
nor3-435,5182773.213,245430.474,88.139,,,,11:59:17,2023-07-05,
nor3-436,5182772.491,245430.159,88.173,,,,11:59:18,2023-07-05,
nor3-437,5182771.759,245429.880,88.175,,,,11:59:19,2023-07-05,
nor3-438,5182770.885,245429.579,88.176,,,,11:59:20,2023-07-05,
nor3-439,5182770.170,245429.395,88.202,,,,11:59:21,2023-07-05,
nor3-440,5182769.303,245429.163,88.197,,,,11:59:22,2023-07-05,
nor3-441,5182768.527,245428.997,88.253,,,,11:59:23,2023-07-05,
nor3-442,5182767.792,245428.826,88.292,,,,11:59:24,2023-07-05,
nor3-443,5182766.824,245428.873,88.330,,,,11:59:25,2023-07-05,
nor3-444,5182765.665,245428.999,88.360,,,,11:59:26,2023-07-05,
nor3-445,5182764.773,245429.414,88.361,,,,11:59:27,2023-07-05,
nor3-446,5182763.812,245430.097,88.363,,,,11:59:28,2023-07-05,
nor3-447,5182762.874,245430.975,88.446,,,,11:59:29,2023-07-05,
nor3-448,5182762.119,245431.667,88.443,,,,11:59:30,2023-07-05,
nor3-449,5182761.335,245432.258,88.411,,,,11:59:31,2023-07-05,
nor3-450,5182760.821,245432.575,88.476,,,,11:59:32,2023-07-05,
nor3-451,5182760.840,245432.550,88.471,,,,11:59:34,2023-07-05,
nor3-452,5182760.829,245432.564,88.473,,,,11:59:34,2023-07-05,
nor3-453,5182760.830,245432.561,88.466,,,,11:59:37,2023-07-05,
nor3-454,5182760.832,245432.560,88.471,,,,11:59:39,2023-07-05,
nor3-455,5182760.833,245432.563,88.479,,,,11:59:39,2023-07-05,
nor3-456,5182760.831,245432.565,88.460,,,,11:59:40,2023-07-05,
nor3-457,5182760.826,245432.565,88.450,,,,11:59:48,2023-07-05,
nor3-458,5182760.827,245432.566,88.441,,,,11:59:48,2023-07-05,
nor3-459,5182760.833,245432.568,88.449,,,,11:59:49,2023-07-05,
nor3-460,5182760.834,245432.566,88.459,,,,11:59:49,2023-07-05,
nor3-461,5182760.828,245432.560,88.469,,,,11:59:49,2023-07-05,
